"identificationQualifier","reps"
"Dicranum algidum",1
"Dicranum algidum var. subspadiceum",1
"Dicranum angustifolium",1
"Dicranum angustinerve",1
"Dicranum arenaceum",1
"Dicranum asperulum",1
"Dicranum assimile",1
"Dicranum bergeri var. rupincola",1
"Dicranum bonjeanii var. alatum",1
"Dicranum bonjeanii var. brewevianum",1
"Dicranum bonjeanii var. polycladum",1
"Dicranum brachycaulon",1
"Dicranum brachycaulus",1
"Dicranum cirrhata",1
"Dicranum condensatum",1
"Dicranum congestiforme",1
"Dicranum congestum var. flexicaule",1
"Dicranum congestum var. kinlayanum",1
"Dicranum cylindropyxis",1
"Dicranum duemon",1
"Dicranum fragile",1
"Dicranum fragiliforme",1
"Dicranum glaciale",1
"Dicranum heteromalla",1
"Dicranum involutum",1
"Dicranum lenjeani",1
"Dicranum longifolium subalpinum",1
"Dicranum Mariae",1
"Dicranum meziesii",1
"Dicranum miguelonense",1
"Dicranum molle",1
"Dicranum normomanum",1
"Dicranum oleodictyon",1
"Dicranum plano-alare",1
"Dicranum robustum",1
"Dicranum schreberi",1
"Dicranum scopariiformia",1
"Dicranum scoparium var. curvulum",1
"Dicranum scottianum subsp. canariense",1
"Dicranum sendtneri",1
"Dicranum speirophyllum var. breviflagellare",1
"Dicranum speirophyllum var. speirophyllum",1
"Dicranum sphagni",1
"Dicranum stenodictyon",1
"Dicranum tasmanicum",1
"Dicranum undulatum var. subfalcata",1
"Dicrocerus",1
"Dicronodontium perviride",1
"(Dictyopanus)",1
"Didymodon canadensis",1
"Didymodon crasspedophyllus",1
"Didymodon dieckii",1
"Didymodon diversifolius",1
"Didymodon flexifolius",1
"Didymodon hendersoni",1
"Didymodon macounii",1
"Didymodon purpureus",1
"Didymodon recurvirostre",1
"Didymodon strictifolius",1
"Didymodon subruber",1
"dilutior",1
"Dimetrodon cf.",1
"Dinohippus or Pliohippus",1
"D. intermedia x spinulosa",1
"diosmus group",1
"Diphyscium involutum",1
"Diprionomys",1
"Dipsalidictis",1
"Dircranoloma fragile",1
"Dircranum longifolium",1
"Discelium incarnata",1
"discomycete",1
"?? dissection needed",1
"Dissodon plagiopus",1
"Dissorophus cf.",1
"Distichium cylindricum",1
"Distichium glaucum",1
"distichously branched species",1
"distichus",1
"distincta group",1
"Distochophyllum gonoi",1
"distorted",1
"Ditrichum amoenum",1
"Ditrichum cylindricum",1
"Ditrichum elongatum",1
"Ditrichum flexicaule var. dengum",1
"D. J.",1
"D. J. Pinkava",1
"D. L. Magar",1
"D. Lvcuy",1
"D.M. Freeman",1
"Doc Ator",1
"Doederlein",1
"? Does not appear to be a Scutellinia",1
"Dogger zeta",1
"Dolicavia",1
"dolomieu cf.",1
"Don Smith",1
"Dorcatherium",1
"Dorraletes",1
"doubtful",1
"(doubtfully C. obovata)",1
"D. P. Bartell",1
"D. P. Hatsell",1
"D. P. Herrmann",1
"Dr.",1
"D. R. Austin",1
"? Drep?",1
"Drepanocladum cincinatus",1
"Drepanocladus aduncus fo. aquaticus",1
"Drepanocladus aduncus fo. capillifolia",1
"Drepanocladus aduncus fo. gracilescens",1
"Drepanocladus aduncus fo. kneiffii",1
"Drepanocladus aduncus fo. pungens",1
"Drepanocladus aduncus var. kneiffii fo. capillifolius",1
"Drepanocladus aduncus var. kneiffii fo. longifolius",1
"Drepanocladus aduncus var. kneiffii fo. pseudofluitans",1
"Drepanocladus aduncus var. polycarpus fo. (llatifolius) capillifolius",1
"Drepanocladus aduncus var. subpiligerus",1
"Drepanocladus aduncus var. typicus fo. aquaticus",1
"Drepanocladus aduncus var. typicus fo. capillifolius",1
"Drepanocladus capillifolius var. falcatus",1
"Drepanocladus cossoni",1
"Drepanocladus exannulatus fo. orthophyllus",1
"Drepanocladus exannulatus var. bracydictyus",1
"Drepanocladus fluitans fo. filiformis",1
"Drepanocladus fluitans var. brachydictyon",1
"Drepanocladus fluitans var. eufluitans",1
"Drepanocladus fluitans var. gracilis",1
"Drepanocladus submersus",1
"Drepanocladus tenuis var. falcatus",1
"Drepanocladus trifarius",1
"Drepanocladus turgescens",1
"Drepanocladus uncinatus fo. plumosa",1
"Drepanocladus uncinatus var. alpinus",1
"Drepanocladus uncinatus var. typicus",1
"Drepanocladus wilsoni",1
"D. Richman",1
"drusilla",1
"(dryinus group?)",1
"dry rock",1
"= D. subcroceofolia",1
"(? dulcamara)",1
"(Dulcamara)",1
"(Dulcamarae)",1
"dulcamera sensu Lange, Heim",1
"? dumosa",1
"Dup.",1
"dupl MO det. F. Ayala, 1983",1
"(dura)",1
"(dura/vermiflua)",1
"(dwarf)",1
"dwarf form",1
"(dwarf from)",1
"D.W. Carroll",1
"Dynamine mylitta",1
"D. Young",1
"Dythemis",1
"D. Z. Damrel/K. Longpre",1
"e",1
"E. anicia alenea",1
"? (eastern)",1
"E. bimaculata",1
"E. Birdwell",1
"E. B. Vadder",1
"ECAD",1
"ecad mackaii",1
"ecad scorpioides",1
"'echina'",1
"echinata?",1
"Echinoid",1
"? ecklonis",1
"E. colon wallacensis",1
"Ectocarpaceae +",1
"Ectocion ?",1
"Ed Bance",1
"E.D.Bynum",1
"(> E. divergens)",1
"Ed Lubow",1
"E. durangonus tho",1
"E. Foster",1
"egerides",1
"\egg\",1
"E. Huddleston",1
"eileenae",1
"Eira?",1
"E. Keith Longpre",1
"Ekgmowechashala",1
"elatioides group",1
"E.L. Douglas",1
"elegantior / orichalceus?",1
"E. Lehta",1
"E. Lehto",1
"(Elfvingia)",1
"Eli Heugatter",1
"E. lingulata in Taylor",1
"Elinor Lehto",1
"Elizabeth I. Gregory",1
"Elko",1
"Ellen Jacobson",1
"Ellie Specht",1
"elongatus cf.",1
"Elphidotarsius",1
"\El Stinko\",1
"(elwahensis or augustus)",1
"emend. Powell",1
"Endophytes",1
"\engelmannii\",1
"Entered as ssp.; combination not moade",1
"Ento class",1
"Entomolestes",1
"Entomology Class",1
"Entosthodon paucifolius",1
"Entosthodon subnudus var. gracilis",1
"Eocoileus",1
"Eodelphis ?",1
"Eomys",1
"Eopyrenula leucoplaca on label",1
"Ephemoptera?",1
"Epicyon?",1
"Epieuryceros",1
"Epigaulus",1
", epi. on Neorhodomela oregona",1
"Epipterygium nagasakense",1
"Epizeuris (?) lubricalis",1
"E. R. Chandler",1
"erecta (Prise)",1
"Erect form.",1
"Eremotherium?",1
"Erethizon ?",1
"Eric Leech",1
"ericoides",1
"Erie Sh",1
"erphon (?)",1
"[E. rubella RydB. s.l]",1
"Eryops cf.",1
"Erysiphales ined.",1
"(erythrinus?)",1
"\erythrinus group\",1
"esculenta-fastigiata?",1
"\esculenta type\",1
"esite",1
"? (esorediata)",1
"Est!",1
"Esthonyx ?",1
"Etage Ee",1
"et al.",1
"etc. ?",1
"ethne",1
"et vars.",1
"Eucamptodon inflatus",1
"Euceratherium",1
"Euceratherium cf.",1
"Eucholoeops",1
"Euchroma gigantean",1
"Eucladium verticillatum var. angustifolium",1
"Eucricetodon",1
"= Eudesme zosterae",1
"Eueides cleobaea",1
"Eueides cleobaea zorcaon",1
"Eulepis arja",1
"Eulepis dolon",1
"Eumesosoma?",1
"Eumysops",1
"(Euparmelia)",1
"Euphydryas alicia alena?",1
"Eureka cultivar",1
"Eurema nicippe",1
"? europeanus",1
"europomene",1
"euryas",1
"Eurygnathohippus",1
"Eurysodon",1
"Eurytides philolaus",1
"Eutatus",1
"E. Valles",1
"Evernia vulpina",1
"\evernii\",1
"Evippe-like gelechiid sp. 2",1
"E.W. Huddleston",1
"Examined for Flora of North America",1
"excellens",1
"excluded as doubtful (Esslinger Checklist)",1
"Ex Herb. de Th��men 213",1
"exilis",1
"exmia sp. n. ined.",1
"Exobasidiales ined.",1
"fab.",1
"Fairly robust specimens",1
"\Fairway\",1
"f. albiformis",1
"Fallen, 1823",1
"False Truffle",1
"f. angustilimbata",1
"= Farlowiella onusta",1
"f. ascendens",1
"fasciculata (D.C.) T. & G.",1
"fa. spongiosus",1
"f. asterocephala",1
"'Fastigiata'",1
"f. athallina",1
"faunula",1
"f. beauvoisii and f. vestita",1
"f. camiculata",1
"f. capreolata",1
"f. celotea & f. oxyceras",1
"f. ceratodes",1
"f. certodes",1
"f. Chondrillae junceae",1
"f. chordalis",1
"f. cilacerata",1
"f. cinyras",1
"f. clavariella",1
"f. corallicola",1
"f. costata",1
"f. crenulata",1
"f. crispula",1
"f. crispum Clute",1
"f. cyathiformis mostly",1
"f. cylindrica, f. scyphora",1
"f. decorata",1
"f. denticollis",1
"f. deplanata",1
"f. deuticollis",1
"feildeni",1
"feinbergi cf",1
"f. elegans (J. Robins)",1
"f. elongata",1
"(female)",1
"Fermeuse Fm",1
"Ferns of Aman Park",1
"(festivella?)",1
"f. eury-drepanoclada",1
", f. exilior",1
"f. finkii",1
"f. fluitans",1
"ffs. beauvoisii vestita",1
"ffs vestita & ochrocarpia",1
"f. fuscescens",1
"f. fusco-virescens.",1
"f. gigantea",1
"f. glabrata",1
"f. gonatodes",1
"f. gracilescens",1
"f. grandinosa",1
"f. hellice",1
"f. humilis Anders",1
", f. hydrophila",1
"Fide",1
"fide A. H. Smith",1
"fil",1
"? filamentosa",1
"Filamentous Green",1
"File As",1
"Filed under Juncus sp.",1
"Filed with",1
"File Under",1
"\filicina\",1
"f. incrassata",1
"f. infundibulifera",1
"f. infundibulifera (Schaer)",1
"fissus-varius complex",1
"fistulosis",1
"f. komarovil",1
"\flammans\/\kaufmannii\?",1
"Flammula? Pholiota?",1
"flattened",1
"flava",1
"flavida/malicola",1
"(flavidum)",1
"flavidus/umbonatus",1
"flavoalba/oregonensis (also aurantiidisca)",1
"(? flavoalba v. floridula?)",1
"flavobasilis gp.",1
"flavofulgineus group",1
"flavolineatus",1
"flavoroseus",1
"flecked",1
"f. leioscypha",1
"fleshy Polyporus",1
"flexipes gp.",1
"Fliz Hewes",1
"(floculosa?)",1
"Florets in packet A; seed note re plant",1
"Floridachoerus?",1
"floridanum?",1
"Floridatragulus?",1
"Florissant Fm",1
"f. luxurians",1
", fma.",1
"fma. albiformis",1
"f. menziesii",1
"fm. heterochroma",1
"f. microphylla",1
"f. mucronata rainlo",1
"f. nova",1
"f. nummularia[?]",1
"f. obliquum",1
"f. obtusata",1
"f obtusum",1
"foliose Rhodophyta",1
", f. olympianus",1
"\fomitopsoides\",1
"form!",1
"form?",1
"form.",1
"(forma ?)",1
"forma ?",1
"forma.",1
"forma a.",1
"forma alba",1
"forma albiflorum",1
"forma album St. John",1
"forma bipinnatifida",1
"forma c.fr.",1
"forma cylindroiurs[?]",1
"forma elliptica",1
"forma foliis magis acutis.",1
"forma gei",1
"forma gracilis",1
"forma integrifolia",1
"forma nom. nud.",1
"forma obtusum (Sm) Moenck",1
"forma pseudocycloptera",1
"Forma: Sanguidorbae",1
"forma silvatica",1
"forma sphaerocephalus",1
"(forma-utahensis)",1
"forme?",1
"(formerly Pleurotus elongatipes)",1
"[formerly Rhodymenia]",1
"form franciscana",1
"form gracilis",1
"form like H. asymmetria",1
"form nigrescens",1
"form. nov.",1
"form obtusum",1
"Form of",1
"formosa-brunnea intermediate",1
"formosa complex",1
"formosa group",1
"formosa grp.",1
"form pocahontas",1
"form rubra",1
"form sorediata",1
"form terrestris (Tomin) Tomin",1
"\formusa big reactor\",1
"form viridula",1
"form zillah",1
"forte sp. nov.",1
"Fossorcastor",1
"f. pallida",1
"f. phyllophora",1
"f. phyllostrata",1
"f. posithea",1
"f. prolifera",1
"f. provo/Strymon saepium fulvescens",1
"fr",1
"fragilis or lapponica",1
"fragilis or lapponicus",1
"(= fragrans Smith)",1
"f. ramosa",1
"(fraternus group)",1
"Freshwater",1
"freskiana (Kauff.)",1
"(Fr.) Karst.",1
"F. Rodela",1
"\frogskin\",1
"F. Ron",1
"frt.",1
"frudulosus [sic]",1
"f. rufescens",1
"Fr. var.",1
"f. scabrum",1
"F. S. Crosswhite",1
"f. scyphulifera",1
"f. sinuosa",1
"f. slyracella",1
"f. sonderi",1
"f. speciosa",1
"f. spicata",1
"f. Spongiosa",1
"f. squamosissima",1
"f. Squarrosula Lesq.",1
"f. stygia",1
"f. subtripinnatum Butters",1
"f. surrecta",1
"f. terrae-novae",1
"f. terrestris",1
"f. tripinnatifida (Clute) Weath",1
"f. tubaeformis",1
"f. turfacea",1
"f. typical",1
"f. typicus",1
"Fucoid",1
"(fulva)",1
"Funaria epipedostegia",1
"Funaria fasciculare",1
"Funaria sphaerocarpa",1
"funeralis or tristis",1
"Fungi bavarici no. 169",1
"Fungi bavarici no. 47",1
"fungus",1
"(furcatus)",1
"? fuscescens?",1
"(? = fuscosquamea?)",1
"~fusipes/subsulcatipes/\bagleyensis\",1
"f. verticillata",1
"f. virgata (Ach.) Vainio",1
"& G. apoda",1
"'garaventai'",1
"Gartinia nicitans (?) Borkhauser",1
"gastroid polypore?",1
"gausapata or subtigrina",1
"\gausipatus\ (part retained for voucher)",1
"[G. binghamiae]",1
"G. Camilo",1
"Gelidiella-like",1
"gemmingi cf.",1
", gen. et. sp. nov.",1
"Gen et sp. nov.",1
"gen. et sp. nov. pro tem",1
"Gene Wegg",1
"Geniohyus",1
"genitalia between venii and vespera",1
"gen. nov.",1
"gen. nov.?",1
"Gen. nov. ined.",1
"gen. & sp.n.",1
"gen. & sp. nov.",1
"gentilina",1
"gentiva",1
"genus and specied TBD",1
"genus and species TBDe",1
"[genus illegible] Gigartinales",1
"genus in question, species in question",1
"genus unknown",1
"genus with question mark",1
"geo. geo.",1
"Geomys",1
", geophylla-like",1
"Geopora harknessii",1
"gertschi striatus or g. gertschi-?",1
"Gess, F.",1
"Gess, sp. 1",1
"Gess, Sp.2",1
"Gess, Sp. 2",1
"Gess, sp A",1
"Gess sp. V",1
"Gezhongwu Fm",1
"= G. ferox J. Ag.",1
"'Gigartina binghamiaw' sensu Dawson in habit",1
"Gigartina eatoniana",1
"Gigartina eatoniana in habit",1
"gilla",1
"(glandulatus?)",1
"/glaucoaromatica?",1
"Glaucomys",1
"(\glaucopus\?)",1
"glaucopus-acyaneus",1
"Gleason & Cronquist p.367",1
"Glenerie Ls",1
"Glenn Pruitt",1
"/glioderma?",1
"G. L. Musf",1
"\globoze/punctate\",1
"? globulifera?",1
"Glocodon?",1
"(Gloeocystidiellum)",1
"Gloeocystidium luridum",1
"glomerato-propagulifera",1
"Glossotherium?",1
"Glyptotherium?",1
"G. minuta",1
"G. M. McWhorter",1
"golden delicious var.",1
"\golden disk\",1
"Goniacodon",1
"good",1
"gp (?)",1
"gp?",1
"gp. ?",1
"gp. (Phleg.)",1
"gp. (Tel.)",1
"gr?",1
"gracillima form",1
"gradations toward the",1
"(grammata)",1
"Grampus",1
"Grand Valley State College Hearbarium, Allendale, Michigan",1
"Grand Valley State College Herbariu, Allendale, Michigan",1
"Grand Valley State College Herbarium, Allendale, Michgian",1
"Grand Valley State College Herbarium Allendale, Michigan",1
"Grand Valley State University, Biology 573, Summer, 1996",1
"Grand Valley State University, Biology 573, Summer 1998",1
"Grand Valley State University; Biology 573, Summer 1998",1
"Grand Valley State University Herbarium Allendale, Michigan USA",1
"Grand Valley State University Herbarium, Allendale, Michigan USA",1
"Grand Valley State University, Herbarium Collection",1
"Grand Valley State University Herbarium, Plants of Michigan",1
"Grand Valley State University Herbrium",1
"Grand Valley State Unviersity Herbarium",1
"Grant Lake Fm",1
"Grapta chrysotera",1
"Grapta marsyes",1
"(grayer form)",1
"green",1
"Green",1
"green form",1
"greenish-umbre form",1
"Green River Fm",1
"(\greyberi\)",1
"Greypatch",1
"grey scaled",1
"grey sp.",1
"Grimmia anodon var. anomala",1
"Grimmia argentea",1
"Grimmia Conferta",1
"Grimmia Cribrosus",1
"Grimmia heterosricha",1
"Grimmia ovata",1
"Grimmia tergestina var. tergestinoides",1
"Grimmia torquata var. flettii",1
"Grimmia torquata var. torquata",1
"Grimmia trichodon",1
"griseorosea?",1
"(griseoscabrosa?)",1
"griseoviolaceus / alboviolaceus",1
", group",1
"(group)",1
"group a",1
"group b",1
"group (check Gymnopilus)",1
"group (ericoides or elongatum)",1
"group, fik nothing",1
"group, in Moser",1
"(Group pseudofluitans)",1
"grp. ?",1
"grp. / L. hispida sensu Kauffman",1
"grp. or ?",1
"grp. sp. 2",1
"grp. sp. #4",1
"gr, rugosella",1
"(gr. serpae)",1
"gr. sp. 2",1
"GRSU Digitization Project",1
"G. R. W.",1
"(G. serrata form)",1
"G. S. Maestas",1
"? guatemalensis",1
"? guazumifolia",1
"guerreronis",1
"(Guided by R. Mallis)",1
"Gulo cf.",1
"GVSC Digitization Project",1
"GVSU Digitizatino Project",1
"GVSU digitization Project",1
"GVSU Digitization PRoject",1
"GVSU Digitization Projejct",1
"GVSU Digitizzation Project",1
"GVSU Digization Project",1
"GVSU Digtization Project",1
"G. W. Martin",1
"G.W. Pamelee",1
"gymnocarpon",1
"? Gymnopilus sp.?",1
"(Gymnopus) sp.",1
"(Gyrophora)",1
"h.",1
"(haematochephlus?)",1
"haematodus x Eos sp.",1
"Halianassa",1
"(Haliday, 1837)",1
"'hallianus'",1
"hallii",1
"hallli",1
"= Halmenia schizymenioides?",1
"? halogenes",1
"Hamar Laghdad Fm",1
"Hamilton Fm",1
"Hamilton Sh",1
"[handwriting unclear]",1
"Haodes editha",1
"Hapalops ?",1
"Haplohymenium psuedo-triste",1
"Haplolambda",1
"Haplomastodon ?",1
"Harding Ss",1
"(= H. citrinovirens?)",1
"H.D. Harrington",1
"H. D. Thiers; A. S. Methven",1
"Headdley, Allison J.",1
"Heather Castillo",1
"? Hebeloma?",1
"H. e. electra",1
"Hell Creek Fm",1
"? Helotium?",1
"Hemimeryx",1
"(Hemimycena?)",1
"? hemitomon",1
"Heodes hetaronea",1
"(hepaticus, subviscidus)",1
"hera pica",1
"Herbarium Grand Valley State Colleges",1
"Herbarium, Grand Valley State Colleges",1
"Herbarium Of Gary Lanning",1
"Herbarium of Grand Valley State University, Plants of Kent County, MI",1
"Herbarium of Grand Valley State University, Plants of Ottawa Co., Michigan",1
"hermaphroditic",1
"hermosa",1
"Herpestes",1
"Hesperia tessellata",1
"Hesperolagomys ?",1
"Heterohyus",1
"Heteromeryx",1
"Heteromeryx cf.",1
"Hexacodus ?",1
"Hexameryx",1
"Hexaprotodon",1
"H. heteronea",1
"h. horatius",1
"(hibbardae?)",1
"hieracii",1
"high Sierran race",1
"hilda",1
"(Him.)?",1
"hindellii Pilat group",1
"hinnuleus group",1
"hint of ssp. lanceolatus",1
"Hipparion?",1
"Hipparion or Nannipus",1
"Hippodon",1
"Hippotherium",1
"Hirsutis furia",1
"hispidulus group",1
"H.J. Webster",1
"H.L. Clark; J.W. Thieret",1
"H. maia",1
"Hm-Winn",1
"H. M. Winn",1
"H. M. -Winn",1
"H.M. Winn",1
"H.M.-Winn",1
"= H. nidulans",1
"Hoanghonius",1
"hoc. loc.",1
"Hodgson, DES",1
"Holcolepis cf.",1
"Holmesina cf.",1
"Holomitirum japonicum",1
"Holomitrium ferriei",1
"Holomitrium fragillimun",1
"HOLOTYPE",1
"Homacodon",1
"Homoioceras ?",1
"Homoptera lunata",1
"Homotherium ?",1
"Hooker f. et Harvey?",1
"hopfingeri",1
"hornimani",1
"\horsehair\",1
"? hortulana",1
"H. repens? H. mutica?",1
"(H. revolutum [Mitt] Lindb. form.)",1
"(=H. scrobiculatum var. zonatum)",1
"H. Tufford",1
"Huddleston",1
"Hyaena",1
"hyalina",1
"Hyaloscypha?",1
"? hybrid",1
"(hybrid)",1
"hybrid ?",1
"? Hybrid",1
"(Hybrid?)",1
"hybrid complex (c X s)",1
"hybrid complex (d)",1
"hybrid complex (s X c)",1
"(hybrid? dumosa X scalaris ?)",1
"hybrid introgressant",1
"hybrid 'Snowdrift'",1
"hybrid with C. bigelowii",1
"hybrid with C. scopulorum",1
"hybrid with E. fendleri",1
"hybr. nov. ined.",1
"Hydnoid",1
"(Hydnum)",1
"Hydrochaeris",1
"Hydrocherus",1
"Hydrochoerus ?",1
"hydrogonium ehrenbergii",1
"? hydrophila grp.",1
"(Hygroph.?)",1
"(hygrophanous) near obtusus?",1
"hygrophanus",1
"(hygrophorous species)",1
"(Hylocomium) cf.",1
"& Hymenochaete",1
"Hymenostylium glaucum",1
"hymenostylium nanangium",1
"Hymenostylium stillicidiorum",1
"hyophila Novae-Zeelandiae",1
"hyophila rosea",1
"Hyophila sieboldii",1
"Hyophila stenophylla",1
"(Hyphoderma?0",1
"(Hypholoma velutinum Fr.)",1
"Hypnum albicans",1
"Hypnum plumosum",1
"Hypnum radicale",1
"Hypodermataceae",1
"(hypogeous)",1
"Hypolagus ?",1
"Hypomycete-Disco",1
"(Hypophaea)",1
"Hyrachyus ?",1
"Hyrachyus?",1
"(Hysterangium)",1
"hystrix X canadensis",1
"\��?\",1
"�� Agoseris glauca var. lacinata",1
"�� L. subopposita ?",1
"�� rubra L.?",1
"(=I. albodisca)",1
"iamonensis",1
"iamonesis",1
"iapetus",1
"Ibarus",1
"idahoensis?",1
"[id doubtful]",1
"Identified",1
"Identified as Cincindela barbata?",1
"Identified as Platynus ?",1
"identity uncertain",1
"ID illegible",1
"ID not correct",1
"? ID unsure",1
"if microsc. OK",1
"(if sp. check)",1
"ignasiti",1
"I. henrici margaretae",1
"I. h. fumeri",1
"I. h. henrici",1
"I. i. irus",1
"ilionens",1
"[Illegible]",1
"[illegible] gloveri",1
"[illegible - loutrana?]",1
"[illegible, maybe \Brachyllum\]",1
"[illegible] sp.",1
"(Illegitimate name)",1
"imbricatum type",1
"imitans? caerulescens?",1
"/ imitatus",1
"imitatus? ponderosus?",1
"imm.",1
"(immature?)",1
"Imperfectus",1
"inaxpecta",1
"in cervinus grp.",1
"Incisalia iroides",1
"including slide above",1
"incognita/crocea",1
"ind.",1
"Indarctos?",1
"indefinite as to form",1
"- indeterminable",1
"Indian Turnip",1
"Indolophus",1
"Indomeryx",1
"Indomeryx cf.",1
", in dulcamarae",1
"ined",1
"(ined?)",1
"ined. comb.",1
"ined. group",1
"(inequalis?)",1
"'Inermis'",1
"\Inermis\",1
"inflata var. minor",1
"inflatus cf.",1
"(infundibuliformes)",1
"in Hispidoderma (#60)",1
"in lit.!",1
"in litt.",1
"(in manuscript)",1
"(in Obscura)",1
"(in obscurae)",1
"/ Inocybe",1
"[Inocybe?]",1
"Inocybe ?",1
"(\Inoloma\)",1
"Inoperculate discomycete",1
"? (in part)",1
"(in part)",1
"in part",1
"in quotes",1
"in sodagnitus complex",1
"in spumosa group",1
"(in St. Vaccina)",1
"int. diss. + obliquum",1
"intergrade",1
"? intermediate",1
"intermediate between pennata and P. dendroidea",1
"Intermediate between var. polycephalus and var. xeranthemoides",1
"intermediate to D. occidentale Wats.",1
"intermediate to E. engelmannii ssp. fasciculatus",1
"intermediate to E. glabriflorus",1
"intermediate var. owyheensis & var. elmeri",1
"intermediate with var. rosei",1
"Interpreting cusalpina as a mistake",1
"Intl",1
"introgressing with R. indecorum",1
"(iocephalus?)",1
"/ Iridea heterocarpa",1
"(isabellinipes)",1
"(isabellinipes or persimilis)",1
"(isalbellinipes?)",1
"I. sindonia? I. umbratica?",1
"Isolepis tenella (L.f.) Muasya & D.A.Simpson Novon 16(1): 89. 2006",1
"isosceles cf.",1
"I. sugitani",1
"I. Tavares",1
"(jacobi type?)",1
"(jacobi type)",1
"jacobi-type",1
"(Jacobi type)",1
"Jacob James",1
"jalysus",1
"James Cruser",1
"James D. Morefield (RSA)",1
"James D. Ray Jr.",1
"James Gillespie",1
"James Key",1
"James Knoll",1
"James Simpson",1
"Jay Giddens",1
"J. Baas",1
"J.B. Heppner",1
"J. Boos",1
"J. C. Duncan",1
"J. Chaise",1
"J.C. Trager",1
"J. Davidson",1
"J. Dice",1
"J. D. R.",1
"Jeff Brasher",1
"Jeff Kowrek",1
"Jelly fungus or Discomycete?",1
"Jeremy Moss",1
"(J.F. Gmelin) Herbert",1
"J. Gonzales",1
"J. Grimes",1
"J. H. Damastus",1
"J. Hefner",1
"J. Hendrickson",1
"Jim Shook",1
"Jim V. Moody",1
"jlkjkjjkhh",1
"J. London",1
"J. L. Robbins",1
"J. Mamm., 61 (1): 66-75, 1980",1
"J. O",1
"John Cook",1
"John E. Ebinger",1
"John L. Anderson",1
"John Lovell",1
"Jones",1
"J. Parker",1
"J. P. Weddle",1
"J. Reveal",1
"J R Lee",1
"J. R. Sauck",1
"J. R. White",1
"J. Shivers",1
"J. Strader",1
"Julie Schunease",1
"Julie Wright",1
"juncea[?]",1
"Junonia genoveva",1
"Juvenile",1
"juvenile form",1
"J. Vorng",1
"J. Watkins",1
"J Williamson",1
"k",1
"Kala Minkley",1
"Karina Mchavez",1
"Kartesz",1
"kauffmanii or synnaina",1
"kaufmanii group",1
"/ kaufmenii[?]",1
"Keith White",1
"Kerry Irby",1
"K. E. Whits",1
"keys to",1
"Key to",1
"Klinteberg Fm",1
"K. Longpre & D. Z. Danrel",1
"Kluanensis",1
"klugi",1
"Koblenz Fm",1
"= K. perforata",1
"K. Pol.",1
"Kraglievichia ?",1
"Kristen Graham",1
"Kuehneola (Chrysomyxa) albidia",1
"/ Kuehneromyces",1
"Kunkelia (Gymnoconia) interstitialis",1
"Kunkelia (Puccinia) interstitialis",1
"K. VanZandt",1
"Kyle Haralson",1
"L.",1
"L. a. arizonensis",1
"label discrepancy in/out",1
"Labeled Polyphylla fucula",1
"labelled Plocamium",1
"[labrusca �� riparia]",1
"[labrusca �� vinifera]",1
"lacera (Fr.) Karst.",1
"lacera Fr. Karst. dwarf form",1
"lacera Fr. Qu��l.",1
"lacera Fr. Quil.",1
"? Lacks stellate cells in medulla",1
"\lactuca\",1
"lactus",1
"lacunosa",1
"Laeticolora",1
"laevigata group",1
"? Lagenaria",1
"Lagostomopsis",1
"lakolela",1
"(Lambertella?)",1
"lambertiana x monticola",1
"(?lanatodisca)",1
"langei? confusa?",1
"(laniger group)",1
"laniger group (pale gilled form)",1
"Lantianius",1
"(lanug?)",1
"(lanuginosa?)",1
"(lanuginosa or leptophylla)",1
"lanug[inosa?] or leptophylla",1
"lanuginosa or leptophylla",1
"lanuginosa or longicystis",1
"(lanuginosa, var. ??)",1
"(lanug. or leptoph)",1
"(lanug. or leptophylla)?",1
"L. archippus nr lahontani",1
"L. archippus obsoleta",1
"(large form)",1
"large-sp.",1
"Larry Schewk",1
"Lathorea spaldingi",1
"(laurocerasi? foetens?)",1
"Lawrence K. Magrath",1
"L. Baas",1
"L. Barnes",1
"L. Campbell",1
"= L. clousonii",1
"= L. cloustonii",1
"L. & C. O' Brien",1
"L. Constance",1
"L. Donop",1
"lea",1
"Leah Jessamy Patzig",1
"Leah J. Patzig",1
"Lecanora Confusa",1
"(Leccinum)",1
"Leda Clays",1
"Leesa Smart",1
"left:",1
"Left:",1
"Lehm.",1
"(leiocephala?)",1
"Lemmus",1
"L. Endara",1
"? Lentaria?",1
"\Lentinus tigrinus var. squamosus\",1
"Leonard Fm",1
"leonardii",1
"(Lepiota)",1
"(Lepiota naucina)",1
"Lepisosteus cf.",1
"(Lepista) sp.",1
"(Lepraria)",1
"Lepraria neglecta group",1
"(Lepro.)",1
"(Leprocybe) callisteus",1
"(Leprocybe), cf.",1
"(Leprocybe) clandestinus group",1
"(Leprocybe), clandestinus group",1
"(Leprocybe), near",1
"(Leprocybe) venetus",1
"Leptochoerus",1
"Leptocyon?",1
"(leptocystis?)",1
"Leptodontium volkensii",1
"Leptodontomys",1
"(leptophylla?)",1
"Leptotomus",1
"(Lep.) valgus group",1
"leucoblema or leucopeplota",1
"Leucobryum brevicaule",1
"Leucobryum longifolium",1
"Leucobryum pulchrum",1
"Leucobryum stenophyllum",1
"Leucoloma albulum",1
"? Leucopaxillus?",1
"leucophanes group",1
"Leujeuneaceae ?",1
"L. forma.",1
