"typestatus","reps"
"referral of <a href=""http://arctos.database.museum/name/scaphinotus marginatus"">scaphinotus marginatus</a> in <a href=""http://arctos.database.museum/publication/10006207"">collet 2008.</a>; voucher of <a href=""http://arctos.database.museum/name/scaphinotus marginatus"">scaphinotus marginatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",138
"voucher of <a href=""http://arctos.database.museum/name/listemus acuminatus"">listemus acuminatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",138
"paratype of anolis distichus suppar",136
"paratype plesiotype nasionia  brevicornis    (ashem.) det. a. a. g.",136
"voucher of <a href=""http://arctos.database.museum/name/araneae"">araneae</a> in <a href=""http://arctos.database.museum/publication/10007265"">lewis et al. 2014</a>",136
"cotype(s)",134
"voucher of <a href=""http://arctos.database.museum/name/aleochara castaneipennis"">aleochara castaneipennis</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",134
"isolectotype; syntype",133
"voucher of <a href=""http://arctos.database.museum/name/bombus sylvicola"">bombus sylvicola</a> in <a href=""http://arctos.database.museum/publication/10007169"">kerr et al. 2015</a>",133
"voucher of <a href=""http://arctos.database.museum/name/rhizophagus dimidiatus"">rhizophagus dimidiatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",133
"paratype of anolis oculatus winstoni",132
"plastohypotype",132
"possible isolectotype",132
"paratype? of loveridgea ionidesii",131
"type collection; type collection",130
"paratype hydropsyche cornuta ross",129
"isolectoparatype",128
"plas",126
"referral of <a href=""http://arctos.database.museum/name/collembola"">collembola</a> in <a href=""http://arctos.database.museum/publication/10007372"">sikes et al. 2016</a>",126
"voucher of <a href=""http://arctos.database.museum/name/perizoma grandis"">perizoma grandis</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",126
"referral of <a href=""http://arctos.database.museum/name/elateridae"">elateridae</a> in <a href=""http://arctos.database.museum/publication/10006207"">collet 2008.</a>",124
"typus duvidosus",124
"voucher of <a href=""http://arctos.database.museum/name/sthereus quadrituberculatus"">sthereus quadrituberculatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",124
"type; holotype",123
"hypotype of cryptolithus tessellatus",122
"secondary dna voucher",122
"voucher of <a href=""http://arctos.database.museum/name/bombus centralis"">bombus centralis</a> in <a href=""http://arctos.database.museum/publication/10007148"">pampell et al. 2015</a>; voucher of <a href=""http://arctos.database.museum/name/bombus centralis"">bombus centralis</a> in <a href=""http://arctos.database.museum/publication/10007169"">kerr et al. 2015</a>",122
"voucher of <a href=""http://arctos.database.museum/name/rhyncolus brunneus"">rhyncolus brunneus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",122
"paratype? of hyperolius tuberilinguis tuberilinguis",120
"voucher of <a href=""http://arctos.database.museum/name/dicheirotrichus cognatus"">dicheirotrichus cognatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",120
"typodigm",119
"voucher of <a href=""http://arctos.database.museum/name/patrobus cinctus"">patrobus cinctus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",119
"referral of <a href=""http://arctos.database.museum/name/insecta"">insecta</a> in <a href=""http://arctos.database.museum/publication/10007372"">sikes et al. 2016</a>",118
"voucher of <a href=""http://arctos.database.museum/name/peromyscus truei"">peromyscus truei</a>, page 9 in <a href=""http://arctos.database.museum/publication/10004560"">hope and parmenter 2007</a>",118
"paralectotypes",116
"paratype of eleutherodactylus bakeri heminota",116
"voucher of <a href=""http://arctos.database.museum/name/amara glacialis"">amara glacialis</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",116
"voucher of <a href=""http://arctos.database.museum/name/myotis auriculus"">myotis auriculus</a>, page 179 in <a href=""http://arctos.database.museum/publication/1000022"">gannon and racz 2006</a>",116
"hypotype?",115
"isolectotype; type collection",115
"voucher of <a href=""http://arctos.database.museum/name/myodes"">myodes</a>, page 14 in <a href=""http://arctos.database.museum/publication/10004828"">runck et al. 2009</a>",115
"isosyntype; isosyntype",114
"lectotype + paralectotype(s)",113
"voucher of <a href=""http://arctos.database.museum/name/calathus ingratus"">calathus ingratus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",113
"voucher of <a href=""http://arctos.database.museum/name/myotis evotis"">myotis evotis</a>, page 179 in <a href=""http://arctos.database.museum/publication/1000022"">gannon and racz 2006</a>",113
"neotype dosytheus apricus norton",112
"voucher of <a href=""http://arctos.database.museum/name/amara"">amara sp.</a> sp., page 10 in <a href=""http://arctos.database.museum/publication/10006887"">pantoja et al. 2013.</a>",112
"voucher of <a href=""http://arctos.database.museum/name/gulo gulo"">gulo gulo</a>, page 799 in <a href=""http://arctos.database.museum/publication/10004406"">dalerum et al. 2007</a>",112
"voucher of <a href=""http://arctos.database.museum/name/ochotona collaris"">ochotona collaris</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006623"">lanier et al. 2013</a>",112
"paratype of anolis oculatus cabritensis",110
"paratype selandria urbis",109
"topotype of chamaeleo fischeri multituberculatus",109
"voucher of <a href=""http://arctos.database.museum/name/glaucomys sabrinus"">glaucomys sabrinus</a>, page 257 in <a href=""http://arctos.database.museum/publication/10004392"">bidlack and cook 2002</a>",109
"voucher of <a href=""http://arctos.database.museum/name/peromyscus maniculatus gambelii"">peromyscus maniculatus gambelii</a> in <a href=""http://arctos.database.museum/publication/10006619"">yang et al. 2011</a>",109
"paralectotypes 2016",107
"voucher of <a href=""http://arctos.database.museum/name/chaerephon pumilus"">chaerephon pumilus</a> in <a href=""http://arctos.database.museum/publication/10007066"">van cakenberghe et al 1999.</a>",107
"isoepitype",106
"paratype of oxydactyla stenodactyla",106
"plasto-holotype",106
"topotypes 2016",106
"voucher of <a href=""http://arctos.database.museum/name/bolitobius cingulatus"">bolitobius cingulatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",106
"paratype of anolis wattsi schwartzi",105
"syntype; paralectotype",105
"voucher of <a href=""http://arctos.database.museum/name/bombus melanopygus"">bombus melanopygus</a> in <a href=""http://arctos.database.museum/publication/10007169"">kerr et al. 2015</a>",105
"voucher of <a href=""http://arctos.database.museum/name/bombus sylvicola"">bombus sylvicola</a> in <a href=""http://arctos.database.museum/publication/10007148"">pampell et al. 2015</a>",105
"voucher of <a href=""http://arctos.database.museum/name/spermophilus parryii"">spermophilus parryii</a>, page 1882 in <a href=""http://arctos.database.museum/publication/10005435"">galbreath et al. 2011</a>",105
"paratype andrenacrudenilaberge 1970",104
"referral of <a href=""http://arctos.database.museum/name/hymenoptera"">hymenoptera</a> in <a href=""http://arctos.database.museum/publication/10007372"">sikes et al. 2016</a>",104
"voucher of <a href=""http://arctos.database.museum/name/athous rufiventris"">athous rufiventris</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",104
"paratype dolerus (female)  collaria    var. erebush. h. ross",103
"paratypes 2016",103
"voucher of <a href=""http://arctos.database.museum/name/hydrophilidae"">hydrophilidae</a> in <a href=""http://arctos.database.museum/publication/10007265"">lewis et al. 2014</a>",103
"voucher of <a href=""http://arctos.database.museum/name/notiophilus sylvaticus"">notiophilus sylvaticus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",103
"<no data>",102
"microslide from type",102
"paratype of scolecomorphus uluguruensis",102
"voucher of <a href=""http://arctos.database.museum/name/liotrichus umbricolus"">liotrichus umbricolus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",102
"isosintipo",101
"referral of <a href=""http://arctos.database.museum/name/muscidae"">muscidae</a> in <a href=""http://arctos.database.museum/publication/10007122"">sikes et al. 2014.</a>",101
"voucher of <a href=""http://arctos.database.museum/name/atrecus macrocephalus"">atrecus macrocephalus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",101
"paratype stenonema ares burks",100
"possible paratype",100
"voucher of <a href=""http://arctos.database.museum/name/myodes rutilus"">myodes rutilus</a>, page 24 in <a href=""http://arctos.database.museum/publication/10005403"">peirce and peirce 2005</a>; voucher of <a href=""http://arctos.database.museum/name/myodes rutilus"">myodes rutilus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">baltensperger and huettmann 2015</a>",100
"voucher of <a href=""http://arctos.database.museum/name/atheta dadopora"">atheta dadopora</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",99
"voucher of <a href=""http://arctos.database.museum/name/bombus mixtus"">bombus mixtus</a> in <a href=""http://arctos.database.museum/publication/10007169"">kerr et al. 2015</a>",99
"voucher of <a href=""http://arctos.database.museum/name/cyanocitta stelleri"">cyanocitta stelleri</a>, page 237 in <a href=""http://arctos.database.museum/publication/10006376"">moore 1954</a>",99
"voucher of <a href=""http://arctos.database.museum/name/melanerpes chrysogenys"">melanerpes chrysogenys</a>, page 110 in <a href=""http://arctos.database.museum/publication/10006374"">moore 1950</a>",99
"referral of <a href=""http://arctos.database.museum/name/bombus occidentalis"">bombus occidentalis</a> in <a href=""http://arctos.database.museum/publication/10007370"">mchugh & sikes 2016</a>; voucher of <a href=""http://arctos.database.museum/name/bombus occidentalis"">bombus occidentalis</a> in <a href=""http://arctos.database.museum/publication/10007148"">pampell et al. 2015</a>; voucher of <a href=""http://arctos.database.museum/name/bombus occidentalis"">bombus occidentalis</a> in <a href=""http://arctos.database.museum/publication/10007169"">kerr et al. 2015</a>",98
"voucher of <a href=""http://arctos.database.museum/name/aegialites saintgeorgensis"">aegialites saintgeorgensis</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",98
"j. f. souza-filho",97
"voucher of <a href=""http://arctos.database.museum/name/pusa hispida"">pusa hispida</a>, page 379 in <a href=""http://arctos.database.museum/publication/100"">amano et al. 2002</a>",96
"merotype",95
"paratype of anolis marcanoi",95
"paratype of oxydactyla alpestris",95
"voucher of <a href=""http://arctos.database.museum/name/microtus oeconomus"">microtus oeconomus</a>, page 148 in <a href=""http://arctos.database.museum/publication/174"">galbreath and cook 2004</a>",95
"prob isotype",94
"voucher of <a href=""http://arctos.database.museum/name/caenidae"">caenidae</a> in <a href=""http://arctos.database.museum/publication/10007265"">lewis et al. 2014</a>",94
"voucher of <a href=""http://arctos.database.museum/name/lynx canadensis""><i>lynx canadensis</i> kerr, 1792</a>, page 239 in <a href=""http://arctos.database.museum/publication/1000074"">yom-tov et al. 2007</a>",94
"voucher of <a href=""http://arctos.database.museum/name/sorex cinereus""><i>sorex cinereus</i> kerr, 1792</a>, page 24 in <a href=""http://arctos.database.museum/publication/10005403"">peirce and peirce 2005</a>",94
"fig.",93
"paratopotype of <a href=""http://arctos.database.museum/name/cynops orphicus"">cynops orphicus</a>, page 46 in <a href=""http://arctos.database.museum/publication/10000203"">risch 1983</a>",93
"paratype of phrynobatrachus ukingensis nyikae",93
"possibleisotype",93
"referral of <a href=""http://arctos.database.museum/name/cryptophagidae"">cryptophagidae</a> in <a href=""http://arctos.database.museum/publication/10006207"">collet 2008.</a>",93
"voucher of <a href=""http://arctos.database.museum/name/eutrichapion viciae"">eutrichapion viciae</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",93
"voucher of <a href=""http://arctos.database.museum/name/oligoryzomys longicaudatus"">oligoryzomys longicaudatus</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006332"">palma et al. 2012</a>",93
"early ordovician",92
"referral of <a href=""http://arctos.database.museum/name/anthomyiidae"">anthomyiidae</a> in <a href=""http://arctos.database.museum/publication/10007122"">sikes et al. 2014.</a>",92
"voucher of <a href=""http://arctos.database.museum/name/dicrostonyx groenlandicus"">dicrostonyx groenlandicus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">baltensperger and huettmann 2015</a>",92
