v_lowestBiostratigraphicZone,reps
"Monograptus uniformis, Monograptus praehercynicus, Monograptus hercynicus, Nowakia bohemica, Paranowakia intermedia, Icriodus woschmidti woschmidti, Pedavis pesavis",233
Hoploscaphites nicolletii,233
"C Zone, C1 Subzone",234
Hemphillian,130026
"Beattonoceras, Acanthoceras, and Inoceramus dunveganensis",235
Baculitis baculus zone,235
Tragophylloceras ibex Zone,236
Lotagnostus (Eolotagnostus) scrobicularis-Jegorovaia,237
Neoalbaillella optima,493
Ehmaniella,238
N19,495
Dicellograptus complanatus,240
Oryctocephalus indicus,241
NP 13,241
Diplograptus foliaceus,241
Jacksonian,242
Zone N.20,242
Serpentinum,498
Bonnia-Olenellus,243
Bolaspidella,246
Discoscaphites conradi,7159
Montehermosan,248
Parahsuum simplum assemblage-zone,248
Scutasporites sp. cf. S. unicus - Lunatisporites sp. Concurrent Range Zone,248
Pictonia baylei Zone,248
Kockelella patula,248
Nevadella,249
Belemnella kazimiroviensis,250
Cancellina nipponica,250
NP15,507
Trachyceras,252
Neoschwagerina craticulifera,508
Belemnitella mucronata Zone,1789
