v_bed,reps
"Bed 15, (Gale's Bed 16)",1
Shelve Church,1
localbed:7190,1
"localbed:46,5",1
localbed:bed Bu-11,1
38D,1
localbed:9 | regionalbed:5,1
Uintacrinus Chalk,1
Sc.39,1
localbed:21.86,1
localbed:1013,1
"localbed:82,5",1
localbed:61.0,1
Juana Lopez Basal,1
Bed 85,1
localbed:Blue and green clays with concretions Roteisenstein,1
A29,1
"localbed:88,2",1
localbed:91.35,1
localbed:Co-3/4,1
Sharon Springs Member 150' Above,1
localbed:31.18,1
localbed:1156,1
localbed:Loess 3 level,1
localbed:1060',1
"first Hemipneustes/coral bed, about 1m above orange/brown parting",1
Bed WH6,1
Bed KC 8,1
Ivc,1
localbed:Re-C,1
"localbed:48,9",1
"Bed JH4-6c, gray cherty lenticular limestone",1
Bottom Robins Seam,1
boueti Bed,1
regionalbed:235 to  295,1
localbed:423.4,1
localbed:844.1,1
bed/unit 8,1
Loftusia levels,1
localbed:SW0b,1
C A5,1
Campanile bed unit C,1
localbed:103-104,1
452.1-452.25 feet,1
localbed:63.4,1
lower third of Spence Shale,1
localbed:DeRuyter .5m above HiFor9,1
localbed:619,1
Stringocephalus Schichten,1
shale above basal Stanton,1
localbed:13.6m above base of formation,1
localbed:CM99BBR-15,1
Tertiary Coal,1
localbed:2079 ft.,1
Kitamura tuff and Baba tuff,1
Bed D1C,1
localbed:532.1,1
Shale 4B,1
Five Quarters Seam,1
localbed:552-555,1
bed/unit 10/11,1
localbed:CM99BRH-4,1
localbed:Unter Oolithbank,1
localbed:1015,1
localbed:beds SF26,1
localbed:1055.1,1
GREY SANDY SHALE,1
145.1-145.25 feet,1
localbed:Notostylops Beds,1
localbed:WB116/117,1
alpha D2,1
localbed:75.7,1
localbed:AIS8,1
"localbed:1,225",1
localbed:703.0,1
laevigatus Beds,1
localbed:583.5,1
localbed:267.6m,1
Bed 70,1
localbed:524.7,1
localbed:1790,1
"Bed 48 (Howarth, 1962)",1
204 feet,1
localbed:152.1,1
localbed:64.65,1
"Beds 12, 27A, 31B, 51A",1
regionalbed:4.03,1
localbed:-3.85,1
localbed:SS19 & 20,1
Coprolite Bed E,1
localbed:1015',1
localbed:323 feet,1
localbed:SW6,1
localbed:PHo9,1
Luta Limestone Top,1
Phosphate horizon,1
localbed:123.0,1
localbed:1624,1
Sphaerocodium Beds,1
C2C,1
localbed:C-307863,1
Nebraska,1
localbed:900+8',1
429.15-429.3 feet,1
localbed:3674',1
"Bed 11, Zuffardia level",1
alpha A2,1
Shale 4,1
"Loftusia levels, below Spondylus bed",1
localbed:284-294,1
localbed:492,1
"localbed:95,7",1
C B2,1
regionalbed:COM.17,1
localbed:#1503,1
57,1
localbed:6.10-6.66,1
localbed:33.65,1
localbed:3 m above base of Hopi Sandy Member,1
localbed:90c,1
localbed:28.95,1
Autunien supérieur,1
localbed:R 547,1
localbed:CM01CGP-1,1
localbed:714,1
localbed:181.3 - 183.4,1
localbed:527.1,1
Bairstow Bed 495.15,1
102,1
localbed:HBR-24.7,1
localbed:84.1,1
"Styloceonia bed, and above button coral bed",1
localbed:224.38,1
localbed:S747,1
localbed:SW3c,1
Bed is 9.7' above base of member (Fort Hays Member),1
localbed:WB196,1
Bed C7F,1
regionalbed:COM.22,1
"localbed:83MK2, 19.3 m",1
"GRAY CLAY, UPPER",1
Natural Pond Water,1
localbed:17SW 17,1
localbed:CM99BBR-11,1
215.55-215.7 feet,1
localbed:315.4,1
localbed:SO6,1
Christensen 1979 Bed VI,1
170,1
C8 or C9,1
localbed:Kossen,1
localbed:31.99-32.00,1
"Lower Cement Beds, E + 1",1
localbed:19 | regionalbed:in gray mudstone above Little Red,1
Bed D4C3,1
localbed:1962-1966.5',1
localbed:Sample 74,1
Conicus Band,1
Campanile bed,1
localbed:BE124,1
Francis Creek Shale?,1
"'A' beds, ?A5",1
Bed 52 = marker bed PF-1 of KGS Bull 209,1
localbed:162.18,1
localbed:Sa-10.2,1
Zamites Bed,1
localbed:898.8-906.8,1
bed N,1
localbed:2133 ft.,1
localbed:94-13,1
"localbed:48,1",1
localbed:C-307823,1
22 feet,1
Yellow chalk,1
localbed:Co-3/1,1
374 feet,1
Level G-302-4,1
Jetmore Chalk 3' below top,1
177.45-177.6 feet,1
localbed:Unit 111,1
localbed:G 89,1
localbed:219.2 m,1
localbed:subunit 1,1
Bradford fossil bed,1
localbed:12-15,1
localbed:858.6-860.85,1
localbed:113D,1
localbed:7475,1
localbed:12.49,1
L3vi,1
localbed:1662',1
localbed:994.65-1001.3,1
regionalbed:1132.44,1
Bed 7 of C. Wood,1
localbed:Bed 22,1
As.80,1
localbed:upper Ceratites horizon,1
localbed:79m from base of section,1
large rudists,1
A23,1
localbed:532.8-533.6,1
localbed:7.2 - 7.8 m,1
Niveau E,1
"Bed A from Marcinowskii et al., 1996. Acta Olonica, p.20, fig.9",1
localbed:59 | regionalbed:55,1
56A,1
424.35-424.5 feet,1
localbed:CK 409,1
"Horizon E, ditrupa bed",1
localbed:901.7-911.8,1
Ambilobe beds,1
localbed:12.77,1
localbed:Phlogoiderhynchus Level,1
localbed:7150,1
localbed:1294,1
localbed:151.4,1
localbed:Polonia Red Beds,1
localbed:Unit 56,1
localbed:428.0,1
localbed:Coelodonta Stratum,1
localbed:588.9,1
localbed:7181,1
Reptile Horizon,1
localbed:29.15,1
"localbed:149,7",1
localbed:LVIII | regionalbed:Zone I,1
Bed LB 2D,1
localbed:155.48,1
localbed:3778-3784',1
~90m below Sage Creek WL,1
regionalbed:2.9 to 4.3,1
Beds 3-5,1
Pfiefer,1
regionalbed:60-70,1
Lignite beds,1
localbed:L VI | regionalbed:Zone I,1
Trinucleus,1
localbed:94-15,1
Fisher Bed xiv = Brook Bed,1
main Nodule Bed,1
localbed:G 21,1
Upper 20ft of Spence Shale,1
localbed:25.0,1
localbed:T20,1
localbed:17d,1
localbed:47.0,1
localbed:7286 A,1
LEPTAUCHENIA CLAYS,1
Aalénien moyen,1
pebble bed with fossils,1
localbed:SW7C,1
localbed:324.0,1
Bed 3 (iii),1
localbed:3154',1
localbed:56m,1
localbed:13568/4,1
localbed:882.45-882.80,1
D4C1,1
Ammonite Bed,1
localbed:1204-I,1
localbed:2100,1
localbed:8.05,1
Bairstow Bed 441.21,1
Upper Farley Limestone?,1
Aalénien,1
localbed:3058',1
Clam Beds,1
Level B4.1,1
localbed:12.16,1
Sc.52,1
localbed:1311,1
Killey Bridge,1
"localbed:82,2",1
"Eutylus Bed, T3",1
Fissure fills,1
localbed:Re-A,1
localbed:1B,1
localbed:1 m below BM 17,1
Topmost Limestone Bed,1
Approx. 50 ft above Palo Pinto Limestone,1
localbed:953.6-953.75,1
localbed:2850 | regionalbed:2850,1
Bed 77,1
localbed:31.02 - 31.03 m,1
213.7-213.85 feet,1
localbed:Nikolaevka,1
localbed:2312,1
localbed:2491-2493.5',1
localbed:fissile grey shaly clay,1
localbed:95.0,1
"localbed:middle Dhruma D4, top",1
localbed:11214,1
localbed:Level C6 | regionalbed:Burdigalian IVb,1
Middle Limestone,1
localbed:550 m,1
localbed:Ch-27-II-1,1
localbed:84MK4; 4.5 m,1
localbed:275.7,1
localbed:33.0m above base of member,1
localbed:175.0,1
Black's Drifted Plant Bed,1
localbed:115.6,1
54,1
regionalbed:low,1
localbed:6SW 3.0,1
Bed D6F,1
beds 3-4,1
Small Cove Hardground.,1
Bed N4,1
"Cave Earth and Breccia Unit, spit 14",1
localbed:Gage Gully 1m above KasKaBd,1
localbed:20 feet,1
Ptychagnostus atavus Zone,1
Zig-Zag Bed,1
basal conglomerate assoc. with rare Dictyoptychus,1
Bed 6C,1
localbed:bed 13 of the Kunyang Phosphorite Mine,1
A. S. Gale bed 19,1
localbed:Fisher’s (1856) Lower Insect Bed,1
localbed:711,1
Mokattam Beds,1
Mine Coal,1
localbed:341.6,1
localbed:44.55,1
156 feet,1
"Dictyoptychus level, bed 19",1
localbed:C0,1
localbed:28 meters from base of section,1
localbed:I-2a,1
localbed:227.8m above base of formation,1
localbed:Faja Verde I,1
Teguliferina beds of the Upper Carbon,1
localbed:29.64 - 29.65 m,1
Lower ostreolith bed,1
localbed:187.5,1
localbed:D38,1
Orthophragmina band,1
localbed:2270m,1
"echinoid bed C, Zuffardia level, 1m below main Diptyoptychus level",1
"localbed:168,4",1
localbed:C 2,1
Pachymya level,1
localbed:S20,1
localbed:CM99BBR-13,1
localbed:30.73 - 30.74 m,1
CRF - 4 (Bou Nemrou),1
Westum,1
localbed:3249-3257',1
"Bed 13 (Howarth, 1962)",1
localbed:Ch-7-17b,1
Wayland Shale near base,1
localbed:306.5,1
Bed 123n.,1
localbed:48c,1
localbed:2923-2932',1
localbed:760-763,1
Niveau de Bala,1
localbed:419.9,1
localbed:63.2,1
Cerro Gordo,1
localbed:81.3,1
regionalbed:782,1
Beds 60-66,1
regionalbed:914 to  920,1
244 feet,1
localbed:604.6,1
localbed:1930,1
localbed:3 m below base of Hopi Sandy Member,1
Brent Submember,1
Dictyoconus Bed,1
localbed:65C38,1
"localbed:155,3",1
Inverton Coal,1
localbed:S1011L,1
"localbed:Level 6, alterated soil",1
"Fisher Bed XVII, Alveolina Bed",1
localbed:9.93–10.03,1
Leach's Bed,1
localbed:AM13,1
localbed:32-34,1
Girdžiai Beds,1
regionalbed:Unit 4,1
CII,1
localbed:thouarsense-Zone,1
localbed:912.0-913.8,1
localbed:299,1
localbed:1991.76 m depth,1
localbed:1132,1
localbed:94.3,1
cementstone nodule band Beta,1
localbed:38 m,1
118,1
localbed:1241,1
localbed:907,1
regionalbed:above loc. 51,1
alpha C2,1
localbed:1392',1
localbed:1852-1855',1
Shale 'A',1
DELMATOTHERIUM,1
localbed:SW20,1
Mordialloc Beds,1
localbed:DB144,1
localbed:5-S-3,1
localbed:50-55,1
localbed:1386.5,1
localbed:326.9,1
Americus Limestone Upper,1
localbed:NL206,1
localbed:42.1,1
Frizy Beds,1
"localbed:35,5",1
27 m above LTLS - 190 m above base SCLS,1
localbed:1584,1
localbed:581.9,1
Aalensis Bed,1
Pectinid Bed,1
FISH CREEK,1
Crioceras Bed,1
localbed:112.5,1
"localbed:7,2",1
regionalbed:Middle Rupel Clay,1
LB5B,1
localbed:851.0,1
Keokuk,1
localbed:C-307809,1
localbed:2-85 B3,1
localbed:481.2,1
localbed:PSR12,1
localbed:123.6m above the base of the formation,1
"Lower B, F-1",1
Thalassia Bed,1
localbed:758.9,1
Lignite Beds,1
localbed:PHo18,1
localbed:1106,1
regionalbed:485,1
Gamma,1
localbed:Zone 10,1
123e,1
localbed:3177',1
"localbed:3, 5",1
localbed:HBR-250.5,1
localbed:595,1
localbed:169.5m above base of member,1
Elie Clay Beds,1
Bowhouser Coal,1
localbed:1652',1
Rodent bed,1
Bed with Venericardia cf. planicosta,1
"localbed:26,0",1
Silt Layer Sw D,1
localbed:821,1
localbed:Blackhall Limestone,1
localbed:Co-3/6,1
localbed:DB-113,1
"localbed:56,8",1
localbed:Boulder #264,1
regionalbed:15 to  20,1
localbed:30.5-38.7,1
localbed:272.98,1
localbed:2975,1
localbed:844.2-844.9,1
"localbed:8,2",1
localbed:339m,1
Haskell Limestone Above,1
20' above Threemile Limestone 3' below Schroyer Limestone,1
localbed:25.2,1
"rudist level, above 3m Zuffardia bed",1
localbed:608,1
localbed:282.9,1
localbed:12.69,1
localbed:DB120/121,1
Mollusc Bed,1
localbed:94.9,1
localbed:83/3116,1
Qahlah gravel,1
localbed:G 19,1
lower Hemipneustes level,1
localbed:2 | regionalbed:4,1
localbed:BM 34,1
localbed:BL 32/02,1
localbed:85/4,1
localbed:1 below top of Barnes' Unit 3,1
localbed:3638',1
"Lower part of Hartland Member, Lincoln Limestone Member",1
localbed:15.8,1
localbed:CM01CGP-15,1
localbed:721,1
localbed:4-3,1
Bed 4 of Jarvis et al. 1982,1
Shellrock bed in Jetmore Member,1
regionalbed:104.1,1
localbed:18SW 2.0,1
"localbed:14,9",1
224 feet,1
localbed:12.76,1
110.85-111.0 feet,1
Bed with Pinna contact of Fisher Bed 20 and Fisher Bed 21,1
Hitz Layer,1
localbed:30c,1
upper Oyster Bed W14iii bed,1
localbed:1227.0m,1
Fisher Bed XIX,1
localbed:854.0,1
localbed:2690,1
localbed:52.2m above base of formation,1
localbed:179.8,1
localbed:572 - 587,1
localbed:757.5-759',1
regionalbed:48 to  56,1
Newspaper Rock Sandstone,1
localbed:CM99BRH-11,1
"localbed:83MK3, 0.0 m",1
localbed:HHC2,1
"(=bed 24 of Arkell, 1936)",1
"localbed:96,5",1
regionalbed:COM.52,1
375.95-376.1 feet,1
localbed:580.52,1
localbed:4144',1
localbed:Z.orb-3,1
Mudumabisa Mudstone,1
98 feet,1
localbed:sample 196351,1
localbed:CM99NPP-1,1
Lynslie Burn Fish Bed,1
localbed:2074.5-2083',1
localbed:68.2,1
regionalbed:3.0 to 0.0,1
"Approx. 10' below marker bentonite #6, Blue Hill Shale",1
Ghanimi Beds,1
localbed:875.0-877.6,1
localbed:Metternich b. Koblenz II,1
Freestone,1
yellow band,1
Fisher Bed 19 or 20,1
localbed:10 above base Barnes' Unit 6,1
Bed 118d-119,1
localbed:2230,1
localbed:2.17,1
localbed:DB132/133,1
localbed:385.1,1
"Upper Rudist Bed, ?Bed 15",1
localbed:1 m below BM 70,1
localbed:1590-1593,1
localbed:587 m,1
localbed:1587-1590,1
localbed:6SW 10.5,1
Woodstone Nodule Horizon,1
localbed:Bs-1,1
"Inoceramus, Bed 2",1
localbed:1211.0m,1
localbed:1789-1812 ft,1
beds 21/22,1
No. 2 Sandstone layer,1
Hilton Plant Beds,1
localbed:H-5,1
Bed S8,1
localbed:A 3,1
localbed:4.68,1
localbed:7158,1
localbed:2154 ft.,1
GRAY PHOSPHATIC,1
localbed:NKI12,1
"regionalbed:201,45",1
localbed:Stringocephalus Bed,1
Bed 1a,1
ex-White Band,1
localbed:bed Te-19,1
"localbed:3,1",1
localbed:1209,1
localbed:3390,1
localbed:G 84,1
localbed:132.3,1
localbed:1695-1698,1
localbed:24.05,1
bed 1/2,1
localbed:B32,1
localbed:Mk 7b,1
localbed:211.84,1
Mecaster bed,1
localbed:2795,1
localbed:3170,1
207.15-207.3 feet,1
Bed 93b,1
222 feet,1
regionalbed:0-25,1
Cement Bed beta,1
21.3m above base of Chisholm Fm.,1
l. oreodon zone,1
localbed:KU (a) 1,1
localbed:Unit 42,1
localbed:RCR 36,1
"localbed:91,8",1
Rudist Limestone,1
Rio Chico,1
Rybinskian Horizon,1
localbed:3047,1
localbed:35.50 - 35.51 m,1
Crassatella lamellosa,1
localbed:Iren,1
"bed 3, 1m above base",1
localbed:3-4a,1
localbed:just above BM 18,1
Beecher's trilobite bed,1
Fisher Bed 11,1
localbed:29.90–29.91,1
localbed:Ch-28-VIII-49,1
localbed:1954.5,1
"localbed:middle Marrat 1,b",1
localbed:Bed 16,1
localbed:1 m below BM 27,1
localbed:125.6,1
localbed:133.8,1
localbed:DB216,1
Langdale Plant Bed,1
2nd Piper Seam,1
localbed:GP 4A,1
localbed:D22,1
localbed:1696,1
localbed:T15,1
localbed:410.6,1
localbed:AIS26,1
localbed:320.3,1
localbed:790,1
Guildings Bone Bed,1
localbed:5.14,1
255.5 feet,1
localbed:2080 ft.,1
localbed:S1060B,1
localbed:98.25,1
localbed:854,1
localbed:729,1
localbed:46-47,1
DK44,1
localbed:491.9,1
5-10' below Upper Phosphoria zone,1
localbed:G 24,1
"localbed:49,5",1
localbed:CH 23,1
localbed:1307,1
localbed:NAY 2072,1
localbed:1121,1
localbed:Cuyler .45m above HFupDeR,1
localbed:L-2,1
localbed:NF Ticoa harrisi,1
"Bed G/F241, base to +5m (see Ernst & Schulz, 1974, fig. 1)",1
A beds,1
Horizon Jdy-2,1
Level K,1
18b,1
Bairstow Bed 495.5,1
Bed L10,1
localbed:Ch-28-VIII-37,1
localbed:sample Z 177,1
"localbed:83MK1, 20.8 m",1
localbed:7291 A,1
localbed:32.40 - 32.41 m,1
336.5 feet,1
Hagenowia Horizon,1
regionalbed:JM.O.,1
"localbed:109,7",1
1m above base of bed 19,1
localbed:Indeterminate,1
localbed:C-3,1
localbed:60.6m above base of member,1
localbed:B17,1
localbed:22/23,1
localbed:3-5,1
regionalbed:97.9,1
326.45-326.6 feet,1
W4,1
AUSTIN CHALK,1
algal Limestone,1
38f,1
localbed:10225,1
Catskill Beds,1
localbed:Mohgaonkalan,1
localbed:205.5,1
Macrocephalen,1
localbed:1309,1
localbed:150.5,1
localbed:370-380,1
"13.4' thick shale bed beneath ""X"" bentonite",1
regionalbed:18598,1
localbed:122.0,1
localbed:43 below base of massive unit of the Eureka,1
Swannington Yard Seam,1
170 feet,1
localbed:SM2a,1
localbed:Boulder #369,1
350 feet,1
localbed:A17,1
regionalbed:16.2,1
localbed:313.2,1
localbed:584.0,1
localbed:954,1
P18 of Haynes,1
localbed:11506-09,1
Middle of Fort Hays Limestone,1
localbed:basl DeRuyter,1
regionalbed:0.6 to 2.4,1
localbed:between 1 and 2,1
localbed:193.7,1
localbed:155.2,1
localbed:187-198,1
Wabaunsee Beds,1
localbed:3.9-2.1,1
"localbed:257,8",1
localbed:1 m above BM 66,1
localbed:7188,1
localbed:3706-3716',1
425.85-426.0 feet,1
localbed:0 - 71,1
localbed:287.28,1
localbed:0 | regionalbed:195,1
"localbed:0,05",1
Bed 48,1
localbed:PSR1,1
regionalbed:4.135,1
localbed:197b,1
regionalbed:1164.05,1
localbed:1273,1
localbed:bed 28,1
Pasceolus Bed,1
Pioneer Valley Submember,1
localbed:43.45,1
regionalbed:121 to  144,1
localbed:149.4,1
localbed:339.7,1
423.8-423.95 feet,1
Amphidonte Rich Chalk,1
regionalbed:1.4,1
G127,1
localbed:116.0,1
Kilnhurst Seam,1
localbed:2113 ft.,1
localbed:31.20 - 31.21 m,1
localbed:761.5,1
localbed:KL 29,1
regionalbed:5.139,1
NP 25,1
Sc 101,1
localbed:3135,1
localbed:1.34,1
M Wildcat Creek Shale,1
localbed:315.5,1
localbed:upper meter of member,1
"localbed:376 feet from base of ""Unit I"" of Johnson and Hibbard, 1957",1
Top bed of Jetmore Chalk,1
localbed:10SW 4.3,1
localbed:148.7,1
localbed:6SW 9.0,1
localbed:1222,1
localbed:2.04,1
localbed:808.2,1
Lodi,1
localbed:D 1887,1
Bed S7,1
localbed:1 m below BM 15,1
regionalbed:Layer 2,1
localbed:121.3,1
localbed:836.36,1
localbed:45.52–45.54,1
localbed:741-742,1
localbed:243.4,1
dentatus-spathi Nodule Bed,1
"echinoid bed, 2-4m below first Noetlingaster level",1
"Red Band, Gastropod Lte.",1
unit C,1
localbed:2138 ft.,1
localbed:15 | regionalbed:198,1
localbed:8868,1
Brockwell Seam,1
SAND & GRAVEL,1
Dwn. 5,1
No. 8 Seam,1
regionalbed:108.80-109.00,1
localbed:637.5,1
localbed:857.3,1
localbed:107.3m above base of formation,1
localbed:292.3,1
localbed:770-771.5,1
regionalbed:72,1
localbed:57.15,1
localbed:0.22,1
localbed:14640.8,1
localbed:922.5 m,1
localbed:379.5,1
localbed:Wettin Beds,1
localbed:5 | regionalbed:15,1
Orchard Limestone,1
localbed:Boulder #354,1
localbed:124.8m above the base of the formation,1
localbed:43 | regionalbed:377,1
Chalk bed lying 11.2'' above the base of Fort Hays Limestone,1
urchin bed,1
Horizon Yz18,1
localbed:CM99BRH-18,1
localbed:578,1
localbed:345-353,1
localbed:94.5,1
localbed:Bed 12,1
localbed:33.09 - 33.10 m,1
localbed:11&12,1
localbed:3405,1
localbed:UF1,1
"bed 21/22, 2m below cliff of massive fawn limestone",1
localbed:CM99BBR-17,1
GRASSHOPPER CREEK,1
localbed:926,1
LB1 Bed,1
localbed:30.45,1
localbed:29.0,1
localbed:DB-119,1
Letna Beds,1
localbed:1791-1794,1
Zone 6,1
Mosldrow Creek,1
localbed:Unit 19,1
Bed C 6,1
localbed:2049-2052,1
top of Ervine Creek Limestone,1
"Beds 25B, 86",1
localbed:1 m below Hopi Sandy member,1
C1A,1
lower part Bed C,1
"localbed:70,3",1
localbed:913.0-913.4,1
localbed:T14,1
localbed:Annis`Knob,1
localbed:lower 12 m,1
localbed:Lii,1
localbed:220?,1
localbed:3SW 5.4,1
Beds 4,1
Bed L14,1
localbed:24.75–24.78,1
localbed:15 | regionalbed:N,1
localbed:1434',1
regionalbed:-3.91,1
localbed:G 49,1
Lower 1'' of Upper Oread Limestone,1
localbed:1550,1
localbed:#1949,1
Unit 5A,1
"localbed:88,4",1
localbed:290.7,1
localbed:113.5,1
localbed:Strato degli insetti,1
localbed:165.2,1
localbed:391.2,1
localbed:1016,1
localbed:44.2,1
Blue Hill Shale (upper 2,1
localbed:7SW 3.7,1
Bed DB241,1
localbed:27.70 - 27.71 m,1
localbed:just below BM 65,1
localbed:34.72–34.90,1
localbed:169.2,1
localbed:70 | regionalbed:69,1
localbed:78.6,1
"Bed 48 ( Howarth, 1962)",1
localbed:52.26m,1
Hyaena Stratum (HS) Undifferentiated,1
Labette Shale? (Top),1
localbed:sample Z 173,1
BED C,1
"localbed:105,5",1
localbed:1310,1
localbed:PAR-I 392,1
"Cardita Bed, Fisher Bed IV",1
C. vectensis Bed,1
C A9,1
W.I.58 bed 5,1
localbed:CM99BBR-10,1
Aa-12 Brasilia decipiens,1
localbed:115.8m above the base of the formation,1
Bed 5 of C. Wood,1
LK89,1
localbed:DD3 - KH1,1
bed 44,1
localbed:38.27,1
localbed:1344,1
localbed:168.6,1
localbed:27.8,1
Lower Rhaetic Bone Bed,1
localbed:PHo1,1
localbed:54 | regionalbed:53,1
Shale above Fort Scott,1
"DAEMONELIX, BELOW",1
localbed:124.0,1
localbed:2131 ft.,1
Richard Spur Flora,1
35 meters above base of Spence Shale,1
Fisher Bed XVI = Fisher Bed VI-VII,1
Smeathen Wood Beds,1
SWw F,1
localbed:Ce I,1
regionalbed:COM.50,1
localbed:303 ft,1
localbed:CM99BBR-8,1
"localbed:PAR-I 7,5",1
"localbed:0,08",1
"localbed:12,3",1
localbed:2045-2055',1
252 feet,1
localbed:763B,1
No. 4 Clay,1
The Grizzle,1
"localbed:101,6",1
localbed:42.69–42.70,1
localbed:95.1,1
localbed:299.2,1
localbed:4113,1
regionalbed:55 to  89,1
localbed:Bed C7H,1
Echinocorys elevata Band,1
localbed:83c,1
localbed:11753.5,1
Limestone Bed B,1
localbed:861,1
Chislet No.5 Seam,1
localbed:LD599,1
localbed:4580 ft,1
localbed:716,1
regionalbed:9.1 to 10.7,1
343.9-344.05 feet,1
Bed 111d,1
Williamsburg Coal,1
localbed:PHo16,1
localbed:424.2,1
localbed:bottom seam,1
Bed LB4C,1
"Beds 12/13, Button coral facies with Dictyoptychus 2-3m above Zuffardia level",1
localbed:911.8-912.5,1
Conglomerate horizon,1
Bed 3 (Birkelund & Callomon 1985),1
localbed:94.71,1
localbed:1960.67 m depth,1
Bed B base,1
SALKOS BEDS,1
localbed:8.07,1
Bed 88,1
localbed:29.80–29.81,1
C B1,1
Florence Flint Base,1
localbed:81b-1,1
localbed:8.31,1
Basal Florence Limestone,1
Bed 123,1
localbed:G 43,1
297-298 feet,1
localbed:97-98,1
localbed:6 m below Hopi Sandy Member top,1
Lake Neosho,1
Bear Stratum Undifferentiated,1
localbed:G 131,1
localbed:CM99PPS-15,1
Level G-302-9,1
LITTLE SAGE CREEK?,1
localbed:?,1
localbed:1594',1
Fort Riley Limestone Base,1
localbed:112.2,1
Level J-565,1
"regionalbed:192,72",1
localbed:915.6-916.1,1
localbed:Wood Bay Series,1
regionalbed:0-20,1
localbed:Sample 71,1
regionalbed:Zone 1,1
localbed:40.80–40.82,1
Bed 72,1
localbed:1363.0,1
Dayia Shale Bed,1
localbed:6-10,1
C B3,1
localbed:PSR9,1
T4 channel sands,1
G95,1
Yelvertoft bed,1
"Bed 52 (Howarth, 1962)",1
AGUA SAND,1
localbed:697,1
localbed:HM 50,1
regionalbed:0.712,1
localbed:166.6,1
localbed:1 m above BM 13,1
localbed:12288.55,1
regionalbed:780,1
"Beds LB3, LB2 and C5 (marly band)",1
"Bed 10  (of Birkelund & Callomon, 1985)",1
localbed:32.77–32.82,1
Lower Crioceras Beds/Scaphites Beds,1
Chama Bed,1
localbed:2287-2308 ft,1
localbed:3918',1
localbed:Nw VII | regionalbed:Zone II,1
localbed:813.25,1
"localbed:D4,middle part",1
localbed:3796',1
localbed:170.2m above base of member,1
localbed:3.6 - 4.2 m,1
localbed:19-20,1
389.35-389.5 feet,1
regionalbed:85 (Float),1
localbed:2111 ft.,1
localbed:33.70 - 33.71 m,1
localbed:9.55,1
"Bed 16 (Howarth, M.K. 1962)",1
regionalbed:horizon 3,1
localbed:upper coal bed,1
localbed:314.8,1
localbed:159.78,1
regionalbed:407,1
localbed:D 1-2,1
localbed:67.75,1
Christensen 1979 Bed V,1
localbed:TNF 0,1
localbed:6SW 7.0,1
Eutylus cuneatus Bed,1
Below CBT (B3 marker),1
localbed:130.8,1
localbed:1 m above BM 61,1
regionalbed:Layer 14,1
396 feet,1
localbed:46.0,1
localbed:142 m,1
localbed:43.9,1
localbed:1659-1662,1
Beds 18-19 (loose),1
W.Q.58 bed 1,1
localbed:165.0m above base of formation,1
localbed:2 m below BM 32,1
Sarka Beds,1
localbed:Unit 6 or Unit 7,1
localbed:3101',1
Georgetown Lowermost Part,1
Bed LB 4C,1
"Bed 39 (Howarth, 1962)",1
Neva Limestone top,1
regionalbed:1.662,1
"Float above unit 14, which lies 18.8' above base of Fort Hays Ls",1
Shale in Palo Pinto Limestone,1
localbed:SW0,1
Bed 8 of Kemp 1985,1
MH21-22,1
localbed:S.16,1
localbed:76b,1
Chalky limestone bed 14' above base of Fort Hays Mbr.,1
bed 5,1
localbed:36.40–36.45,1
localbed:1670',1
echinoid level B,1
localbed:147.4,1
bed 38,1
Section 5 and Unit 57 of Nielson (1990),1
"localbed:69,5",1
localbed:Ch-28-VIII-40,1
localbed:#1944,1
localbed:COL-A-1,1
regionalbed:51,1
152 feet,1
Ober Terebratelbank,1
Bed N1 B,1
380.85-381.0 feet,1
localbed:2330,1
localbed:882.0,1
"Nodules Beds, Bed 4",1
