organismScope,reps
Paecilomyces cremeoroseus Batista,1
"Paecilomyces divaricatus (Thom) Samson, Houbraken & Frisvad",2
Paecilomyces farinosus (Holm : Fries) A.H.S. Brown & G. Smith,5
"Paecilomyces formosus (Sakaguchi, May. Inoue & Tada) Houbraken & Samson",2
Paecilomyces fumosoroseus (Wize) A.H.S. Brown & G. Smith,2
Paecilomyces inflatus (Burnside) Carmichael,3
Paecilomyces marquandii (Massee) Hughes,10
Paecilomyces niphetodes Samson,1
Paecilomyces pascua Pitt & Hocking,1
Paecilomyces sp.,1
Paecilomyces variotii Bainier,41
Paecilomyces victoriae (von Szilvinyi) A.H.S. Brown & G. Smith,1
Paliphora aurea Sivanesan et Sutton,1
Panaeolus ater (J.E. Lange) Kühner & Romagnesi ex Bon,1
Panaeolus fimicola (Fries: Fries) Gillet,1
Panellus serotinus (Fries ex Schrader) Kühn,7
Panellus stipticus (Bulliard : Fries) Karsten,1
Papulaspora acinosa (Berkeley & Curtis) Hughes,2
Papulaspora aspergilliformis Eidam,1
Papulaspora coprophila (Zukal) Hotson,2
Papulaspora pannosa Hotson,5
Papulaspora rubida Hotson,5
Papulaspora sepedonioides Preuss,1
Paraceratocladium silvestre Castañeda,1
Paracremonium inflatum L. Lombard & Crous,1
Paramyrothecium parvum L. Lombard & Crous,1
Parapleurotheciopsis illicicola P.M. Kirk,2
Parapleurotheciopsis inaequiseptata (Matsushima) P.M. Kirk,1
"Parascedosporium putredinis (Corda) Lackner & de Hoog, comb. nov.",1
"Parascedosporium tectonae (C. Booth) Gilgado, Gené, Cano & Guarro",1
Parasympodiella laxa (Subramanian & Vittal) Ponnappa,4
Paratrichoconis antillana (Castañeda) Castañeda et al.,2
Paxillus panuoides (Fries : Fries) Fries,2
Pectinotrichum llanense Varsavsky & Orr,1
Peethambara spirostriata (Rossman) Rossman,8
Peethambara sundara C.V. Subramanian & D.J. Bhat,1
Pellicularia filamentosa (Patouillard) Rogers,1
Pellicularia filamentosa f. sp. sasakii (Shirai) Exner,1
Penicillifer pulcher van Emden,1
Penicillium abeanum G. Smith,1
Penicillium aculeatum Raper & Fennell,2
Penicillium adametzii Zaleski,3
Penicillium adametzioides Abe ex Smith,1
Penicillium adametzioides S. Abe ex G. Smith,3
Penicillium albidum Sopp,2
Penicillium albocoremium (Frisvad) Frisvad,2
Penicillium allii Vincent & Pitt,5
Penicillium arenicola Chalabuda,2
Penicillium atramentosum Thom,5
"Penicillium atrosanguineum B.X. Dong, Ceská",1
Penicillium atrosanguineum Dong,7
"Penicillium aurantiacobrunneum Houbraken, Frisvad & Samson",1
Penicillium aurantiogriseum Dierckx,13
Penicillium aurantiogriseum Dierckx var. aurantiogriseum,38
Penicillium aurantiogriseum var. melanoconidium Frisvad,1
Penicillium aurantiogriseum var. viridicatum (Westling) Frisvad & Filtenborg,5
Penicillium bialowiezense K. Zaleski,4
Penicillium bilaiae Chalabuda,1
Penicillium brasilianum Batista,1
Penicillium brevicompactum Dierckx,38
Penicillium brunneum Udagawa,3
Penicillium buchwaldii Frisvad & Samson,1
"Penicillium cairnensense J. Houbraken, J.C. Frisvad & R.A.Samson",1
Penicillium camemberti Thom,4
Penicillium camembertii Thom,20
Penicillium canescens Sopp,5
Penicillium capsulatum Raper & Fennell,5
Penicillium carneum Frisvad,3
"Penicillium cecidicola Seifert, Hoekstra & Frisvad",1
Penicillium charlesii G. Smith,1
Penicillium chermesinum Biourge,2
Penicillium chermisinum Biourge,2
Penicillium chrysogenum Thom,58
Penicillium citreonigrum Dierckx,5
Penicillium citrinum Thom,30
Penicillium clavigerum Demelius,2
Penicillium commune Thom,21
Penicillium coprophilum (Berkeley & Curtis) Seifert & Samson,1
Penicillium coralligerum Nicot & Pionnat,2
Penicillium corylophilum Dierckx,14
Penicillium crocicola T. Yamamoto,1
Penicillium crustosum Thom,26
Penicillium cyaneum (Bainier & Sartory) Biourge,1
Penicillium cyclopium Westling,3
Penicillium daleae Zaleski,3
Penicillium decumbens Thom,3
Penicillium dendriticum Pitt,3
Penicillium dierckxii Biourge,12
Penicillium digitatum (Persoon : Fries) Saccardo,9
Penicillium digitatum (Persoon ex Fries) Saccardo,7
Penicillium dimorphosporum H.J. Swart,1
"Penicillium dipodomyis (Frisvad, Filtenborg & Wicklow) Banke, Frisvad & S. Rosendahl",1
Penicillium discolor Frisvad & Samson,4
Penicillium discolor gr.,1
Penicillium diversum Raper & Fennell,2
Penicillium donkii Stolk,3
Penicillium duclauxii Delacroix,8
Penicillium echinosporum Nehira,2
Penicillium echinulatum (Raper & Thom) Fassatiová,4
Penicillium echinulatum Raper & Thom ex Fassatiova,3
Penicillium erythromellis A.D. Hocking,1
Penicillium erythromellis Hocking,1
Penicillium estinogenum Komatsu & S. Abe ex G. Smith,1
Penicillium expansum Link,34
Penicillium fennelliae Stolk,3
Penicillium freii Frisvad & Samson,3
Penicillium funiculosum Thom,5
Penicillium georgiense S.W. Peterson & B.W. Horn,1
Penicillium glabrum (Wehmer) Westling,22
Penicillium gladioli McCulloch & Thom,1
Penicillium glandicola (Oudemans) Seifert & Samson,8
Penicillium griseofulvum Dierckx,13
Penicillium guanacastense K.G. Rivera & K.A. Seifert,1
Penicillium herquei Bainier & Sartory,2
Penicillium hirsutum Dierckx,7
Penicillium hordei Stolk,4
Penicillium humuli van Beyma,1
Penicillium implicatum Biourge,3
Penicillium inflatum Stolk & Malla,2
Penicillium isariiforme Stolk & J.A. Meyer,3
Penicillium isariiforme Stolk & Meyer,1
Penicillium islandicum Sopp,8
Penicillium italicum Wehmer,15
Penicillium janczewskii Zaleski,5
Penicillium javanicum J.F.H. Beyma,14
Penicillium jensenii Zaleski,4
Penicillium jugoslavicum C. Ramírez & Muntañola-Cvetkovic,1
Penicillium lagena (Delitsch) Stolk & Samson,5
Penicillium lanosum Westling,4
Penicillium lividum Westling,1
Penicillium loliense Pitt,2
Penicillium madriti G. Smith,3
"Penicillium mallochii Rivera, Urb & Seifert",1
Penicillium manginii Duché & Heim,2
Penicillium megasporum Orput & Fennell,1
Penicillium melanoconidium (Frisvad & al.) Frisvad & Samson,3
Penicillium melinii Thom,7
"Penicillium mexicanum Visagie, Seifert & Samson",1
Penicillium miczynskii Zaleski,5
Penicillium minioluteum Dierckx,3
Penicillium montanense Christensen & Backus,1
Penicillium montanense M. Christensen & Backus,2
Penicillium nalgiovense Laxa,6
Penicillium neoechinulatum  (Frisvad & al.) Frisvad & Samson,2
Penicillium neoechinulatum (Frisvad et al.) Frisvad & Samson,2
Penicillium novaezeelandiae van Beyma,5
Penicillium ochrochloron Biourge,7
Penicillium olsonii Bainier & Sartory,14
Penicillium oxalicum Currie & Thom,8
Penicillium palitans Westling,4
"Penicillium pancosmium Houbraken, Frisvad & Samson",1
Penicillium paneum Frisvad,15
Penicillium paxilli Bainier,1
Penicillium phialosporum Udagawa,2
Penicillium piceum Raper & Fennell,3
Penicillium pinophilum Hedgcock,15
Penicillium polonicum K.M. Zaleski,7
Penicillium polonicum Zaleski,3
Penicillium primulinum Pitt,4
Penicillium purpurascens (Sopp) Biourge,1
Penicillium purpurescens (Sopp) Raper & Thom,4
Penicillium purpurogenum Stoll,9
Penicillium raciborskii Zaleski,1
Penicillium raistrickii G. Smith,6
Penicillium resedanum McLennan & Ducker,3
Penicillium restrictum Gilman & Abbott,9
Penicillium riverlandense C.M. Visagie & K. Jacobs,1
Penicillium rolfsii Thom,3
Penicillium roqueforti Thom,29
Penicillium roseopurpureum Dierckx,10
Penicillium rubens Biourge,3
Penicillium rubrum Stoll,5
"Penicillium rudallense Houbraken, Visagie & Pitt",1
Penicillium rugulosum Thom,14
Penicillium sacculum Dale,7
Penicillium sclerotigenum Yamamoto,1
Penicillium sect. Canescentia Houbraken & Samson,1
Penicillium simplicissimum (Oudemans) Thom,27
Penicillium solitum Westling,7
Penicillium sp.,8
Penicillium spinulosum Thom,24
Penicillium steckii Zaleski,2
Penicillium striatisporum Stolk,2
Penicillium sublateritium Biourge,1
"Penicillium subrubescens Houbraken, Mansouri, Samson & Frisvad",1
Penicillium subspinulosum Houbraken,2
Penicillium sumatraense Szilvinyi,1
"Penicillium terrigenum Houbraken, Frisvad & Samson",1
Penicillium thomii Maire,10
Penicillium tricolor Frisvad et al.,1
"Penicillium tricolor Frisvad, Seifert, Samson & Mills",2
"Penicillium ulaiense H.M. Hsieh, H.J. Su & Tzean",1
"Penicillium ulaiense Hsieh, Su & Tzean",2
Penicillium vanbeymae Pitt,1
Penicillium variabile Sopp,6
Penicillium venetum (Frisvad) Frisvad,4
Penicillium verrucosum Dierckx,21
Penicillium verrucosum var. melanochlorum Samson et al.,1
Penicillium verruculosum Peyronel,6
Penicillium vinaceum Gilman & Abbott,3
Penicillium viridicatum Westling,12
Penicillium vulpinum (Cooke & Massee) Seifert & Samson,7
Penicillium waksmanii Zaleski,8
Penicillium westlingii Zaleski,5
Peniophora adjacens Boidin et al.,2
Peniophora aurantiaca (Bresadola) von Höhnel & Litschauer,2
Peniophora bicornis Hjortstam & Ryvarden,7
Peniophora boidinii D. Reid,11
Peniophora bonariensis Gomez,5
Peniophora borbonica Boidin et al.,3
Peniophora cinerea (Persoon : Fries) Cooke,4
Peniophora confusa Gomez,2
Peniophora crassitunicata Boidin et al.,14
Peniophora erikssonii Boidin,1
Peniophora fissilis Boidin et al.,13
Peniophora gabonensis Boidin & Lanquetin,3
Peniophora gigantea (Fries : Fries) Massee,3
Peniophora guadelupensis Boidin & Lanquetin,2
Peniophora incarnata (Persoon : Fries) Karsten,4
Peniophora junipericola J. Eriksson,6
Peniophora laeta (Fries) Donk,3
Peniophora laurentii Lundell,1
Peniophora leprosa Bourdot & Galzy,3
Peniophora lilacea Bourdot & Galzin,3
Peniophora limitata (Chaillet : Fries) Cooke,7
Peniophora lycii (Persoon) von Höhnel & Litschauer,6
Peniophora malaiensis Boidin et al.,4
Peniophora meridionalis Boidin,7
Peniophora molesta Boidin et al.,8
Peniophora monticola Boidin et al.,5
Peniophora multicystidiata Gomez,1
Peniophora nuda (Fries : Fries) Bresadola,6
Peniophora ovalispora Boidin et al.,8
Peniophora parvocystidiata Boidin & Lanquetin,7
Peniophora piceae (Persoon) J. Eriksson,1
Peniophora pilatiana Pouzar & Svrcek,4
Peniophora pini (Schleicher : Fries) Boidin,2
Peniophora pini subsp. duplex Burt,4
Peniophora pithya (Persoon : Fries) J. Eriksson,10
Peniophora polygonia (Persoon : Fries) Bourdot & Galzin,1
Peniophora proxima Bresadola,1
Peniophora pseudonuda Hallenberg,3
Peniophora pseudoversicolor Boidin,7
Peniophora reidii Boidin & Lanquetin,6
Peniophora rufa (Fries : Fries) Boidin,5
Peniophora rufomarginata (Persoon) Litschauer,9
Peniophora scintillans G.H. Cunningham,9
Peniophora septentrionalis Laurila,2
Peniophora simulans D. Reid,3
Peniophora subsalmonea Boidin et al.,2
Peniophora suecica Litschauer,5
Peniophora tamaricicola Boidin & Malençon,11
Peniophora versicolor (Bresadola) Saccardo & Sydow,3
Perelegamyces parviechinulatus Castañeda & Kendrick,1
Perenniporia alboferruginea Decock,1
Perenniporia amylodextrinoidea Gilbertson & Ryvarden,1
Perenniporia aurantiaca (David & Rajchenberg) C. Decock & Ryvarden,9
"Perenniporia bambusicola Choeyklin, T. Hatt. & E.B.G. Jones",4
Perenniporia bannaensis B.K. Cui & C.L. Zhao,2
Perenniporia centrali-africana C. Decock & Mossebo,7
Perenniporia compacta (Overholts) Ryvarden & Gilbertson,2
Perenniporia contraria (Berkeley & Curtis in Berkeley & Broome) Ryvarden,3
Perenniporia corticola (Corner) C. Decock,48
Perenniporia decurrata Corner,2
Perenniporia delavayi (Patouillard) C. Decock & Ryvarden,1
Perenniporia djaensis Decock & Mossebo,8
Perenniporia ellisiana (F.W. Anderson) Gilbertson & Ryvarden,2
Perenniporia fergusii Gilbertson & Ryvarden,1
Perenniporia formosana Chang,2
Perenniporia fraxinea (Bulliard : Fries) Ryvarden,67
Perenniporia fraxinophila (Peck) Ryvarden,4
Perenniporia fulviseda (Bresadola) Ryvarden,3
Perenniporia globispora Ipulet & Ryvarden,4
Perenniporia guyanensis Decock & Ryvarden,3
Perenniporia inflexibilis (Berkeley) Ryvarden,40
Perenniporia japonica (Yasuda) T. Hattori & Ryvarden,3
Perenniporia latissima (Bresadola) Ryvarden,13
Perenniporia maackiae (Bondartsev & Ljubarsky) Parmasto,10
Perenniporia malvena (Lloyd) Ryvarden,1
Perenniporia medulla-panis (Jacquin : Fries) Donk,12
Perenniporia meridionalis C. Decock & Stalpers,26
Perenniporia minutissima (Yasuda) T. Hattori & Ryvarden,3
Perenniporia nanjenshana Chang & Chou,1
Perenniporia narymica (Pilát) Pouzar,1
Perenniporia ochroleuca (Berkeley) Ryvarden,9
Perenniporia ohiensis (Berkeley) Ryvarden,4
Perenniporia pauciskeletalis Rajchenberg,2
Perenniporia podocarpi Buchanan & Hood,5
Perenniporia pulchella (Schweinitz) Ryvarden,3
Perenniporia pyricola Y.C. Dai & B.K. Cui,5
Perenniporia robiniophila (Murrill) Ryvarden,2
Perenniporia rosmarini A. David & G. Malençon,3
Perenniporia sinuosa Ryvarden,1
Perenniporia sp.,5
Perenniporia stipitata Ryvarden,5
Perenniporia subacida (Peck) Donk,16
Perenniporia subtephropora B.K. Cui & C.L. Zhao,4
Perenniporia tenuis (Schweinitz) Ryvarden var. tenuis,1
Perenniporia tephropora (Montagne) Ryvarden,106
Perenniporiella chaquenia Robledo & Decock,3
Perenniporiella micropora (Ryvarden) C. Decock & Ryvarden,1
Perenniporiella neofulva (Lloyd) C. Decock & Ryvarden,8
Perenniporiella pendula C. Decock & Ryvarden,2
Perenniporiella tepeitensis (Murrill) Decock & Valenzuela,3
Periconia atropurpurea (Berkeley & M.A. Curtis) Litvinov,1
Periconia byssoides Persoon : Fries,1
Periconia byssoides Persoon ex Fries,1
Periconia cookei Mason & M.B. Ellis,1
Periconia igniaria Mason & M.B. Ellis,5
Periconia macrospinosa Lefebvre & Johnson,4
Periconia minutissima Corda,2
Periconia typhicola Mason & M.B. Ellis,1
Pesotum aureum (Hedgcock) McNew & T.C. Harrington,2
Pesotum pini (L.J. Hutchison & J. Reid) G. Okada & Seifert,3
Pestalotia coffeae Zimmermann,1
Pestalotia cruenta Sydow,1
Pestalotia oxyanthi von Thümen,1
Pestalotia populi-nigrae Sawada & Ito,1
Pestalotia subcuticularis Guba,2
Pestalotia subsessilis Spegazzini,1
Pestalotia sydowiana Bresadola,2
Pestalotiopsis carveri (Guba) Zhu et al.,1
Pestalotiopsis disseminata (von Thümen) Steyaert,1
Pestalotiopsis palmarum (Cooke) Steyaert,1
Pestalotiopsis versicolor (Spegazzini) Steyaert,1
Petrakia echinata (Peglion) Sydow,1
Petriella asymmetrica var. cypria Nattrass,1
Petriella boulangeri Curzi,1
Petriella guttulata Barron & Cain,2
Petriella setifera (A. Schmidt) Curzi,2
Petriella setifera (Schmidt) Curzi,7
Petriella sordida (Zukal) Barron & Gilman,1
Petriella sordida (Zukal) G.L. Barron & J.C. Gilman,1
Petromyces alliaceus Malloch & Cain,7
Pezicula alba Guthrie,1
Pezicula malicorticis (H.S. Jackson) Nannfeldt,1
Peziza ostracoderma Korf,31
Peziza quelepidotia Korf & O' Donnell,1
Pezizella ericae Read,3
"Phaeoacremonium alvesii L. Mostert, Summerb. & Crous",2
"Phaeoacremonium fuscum L. Mostert, Damm & Crous",1
Phaeoacremonium parasiticum (Ajello & al. ) W. Gams & al.,5
Phaeoacremonium sp.,1
Phaeococcomyces nigricans (Rich & Stern) de Hoog,1
Phaeoisaria clematidis (Fuckel) Hughes,1
Phaeoisaria clematidis (Fuckel) S.J. Hughes,4
Phaeoisaria sparsa Sutton,4
Phaeoisariopsis griseola (Saccardo) Ferraris,1
Phaeoisariopsis vitis (Léveillé) Sawada,1
Phaeolus schweinitzii (Fries : Fries) Patouillard,4
Phaeoramularia capsicicola (Vassiljevski) Deighton,1
Phaeosphaeria nodorum (E. Müller) Hedjaroude,54
Phaeostalagmus tenuissimus (Corda) W. Gams,3
Phaeotheca triangularis de Hoog & Beguin,2
Phaeotrametes decipiens (Berkeley) Wright,1
"Phaffia rhodozyma Miller, Yoneyama & Soneda",1
Phalangispora constricta Nawawi,1
Phanerochaete chrysorhizon (Torrey) Budington & Gilbertson,1
Phanerochaete chrysosporium Burdsall,11
Phanerochaete ericina (Bourdot) J. Eriksson & Ryvarden,4
Phanerochaete martelliana (Bresadola) J. Eriksson & Ryvarden,2
Phanerochaete ravenelii (Cooke) Bursdall,1
Phanerochaete salmonicolor (Berkeley & Broome) Jülich,1
Phanerochaete sanguinea (Fries) Pouzar,1
Phanerochaete sordida (Karsten) John Eriksson & Ryvarden,1
Phanerochaete sordida (P. Karsten) J. Eriksson & Ryvarden,2
Phanerochaete tamariciphila Boidin et al.,2
Phanerochaete tuberculata (P. Karsten) Parmasto,3
Phanerochaete velutina (De Candolle : Fries) P. Karsten,7
Phellinus allardii (Bresadola) Ryvarden,5
Phellinus alni (Bondartsev) Parmasto,2
Phellinus amazonicus Campos-Santana & Decock,25
Phellinus andina Planck & Ryvarden,6
Phellinus andinopatagonicus J.E. Wright & J.R. Deschamps,6
Phellinus badius (Berkeley) G.H. Cunningham,2
Phellinus bambusarum (Rick) M.J. Larsen,1
Phellinus bambusinus (Patouillard) Patouillard,2
Phellinus baumii Pilát,1
Phellinus caribaeo-quercicolus Decock & S. Herrera,10
Phellinus chaquensis (Iaconis & J.E. Wright) J.E. Wright & Blumenfeld,2
Phellinus chinensis (Pilát) Pilát,1
"Phellinus ellipsoideus (B.K. Cui & Y.C. Dai) B.K. Cui, Y.C. Dai & Decock",4
Phellinus extensus (Léveillé) Patouillard,2
Phellinus fastuosus (Léveillé) Ryvarden,5
Phellinus gabonensis Decock & Yombiyeni,12
Phellinus hartigii (Allescher & Schnabl) Patouillard,3
Phellinus igniarius (Linnaeus : Fries) Quélet,2
Phellinus inermis (Ellis & Everhart) G.H. Cunningham,1
Phellinus jezoensis (Yamano) Parmasto,1
Phellinus laevigatus (Fries) Bourdot & Galzin,1
Phellinus livescens (Speggazini) Rajchenberg,3
Phellinus noxius (Corner) G. Cunningham,5
Phellinus pseudopunctatus David et al.,1
Phellinus punctatus (Fries ex Karsten) Pilát,7
Phellinus rhabarbarinus (Berkeley) G. Cunningham,1
Phellinus rimosus (Berkeley) Pilát,4
Phellinus robustus (P. Karsten) Bourdot & Galzin,2
Phellinus sanjanii (Lloyd) Ryvarden,1
Phellinus spiculosus (Campbell & Davidson) Niemelä,1
Phellinus tuberculosus (Baumgartner) Niemelä,4
"Phellinus uncisetus Robledo, Urcelay & Rajchenberg",2
Phellinus undulatus (Murrill) Ryvarden,3
Phellinus viticola (Schweinitz : Fries) Donk,1
Phellinus wahlbergii (Fries) Reid,2
"Phellopilus nigrolimitatus (Romell) Niemelä, T. Wagner & M. Fischer",1
Phialea acuum (Albertini & Schweinitz : Fries) Rehm,1
"Phialemoniopsis cornearis Perdomo, Dana García, Gené, Cano & Guarro",1
"Phialemoniopsis curvata (W. Gams & W.B. Cooke) Perdomo, Dania García, Gené, Cano & Guarro",2
"Phialemoniopsis ocularis (Gené & Guarro) Perdomo, Dana García, Gené & Guarro",1
"Phialemoniopsis pluriloculosa Perdomo, Dania García, Gené, Cano & Guarro",1
"Phialemonium globosum Dania García, Perdomo, Gené, Cano & Guarro",1
"Phialemonium inflatum (Burnside) D. Garcia, H. Perdomo, Gené, Cano & Guarro",2
Phialemonium obovatum W. Gams & McGinnis,1
Phialocephala bactrospora Kendrick,3
Phialocephala dimorphospora Kendrick,4
Phialocephala foliicola P.M. Kirk,1
Phialocephala humicola Jong & E.E. Davis,1
Phialocephala lagerbergii (Melin & Nannfeld) Grünig & T.N. Sieber,1
Phialocephala repens (Cooke & Ellis) Kendrick,1
Phialomyces fusiformis Delgado & C. Decock,1
Phialomyces macrosporus Misra & Talbot,2
Phialophora alba van Beyma,3
Phialophora americana (Nannfeldt) Hughes,3
Phialophora americana (Nannfeldt) S.J. Hughes,11
Phialophora bubakii (Laxa) Schol-Schwarz,7
Phialophora cinerescens (Wollenweber) van Beyma,4
Phialophora cyclaminis van Beyma,6
Phialophora danconii Cabello,1
Phialophora decumbens (van Beyma) Schol-Schwarz,1
Phialophora fastigiata (Lagerberg & Melin) Conant,23
Phialophora gregata (Allington & Chamberlain) W. Gams,1
Phialophora japonica Iwatsu & Udagawa,1
Phialophora japonica T. Iwatsu & S. Udagawa,1
Phialophora lagerbergii (Melin & Nannfeldt) Conant,5
Phialophora lignicola (Nannfeldt) Goidánich,2
Phialophora luteoviridis (van Beyma) Schol-Schwarz,3
Phialophora melinii (Nannfeldt) Conant,5
Phialophora mustea Neergaard,10
Phialophora mutabilis (van Beyma) Schol-Schwarz,2
Phialophora olivacea W. Gams,2
Phialophora oxyspora W. Gams,2
Phialophora radicicola Cain,1
Phialophora rhodogena (Mangenot) W. Gams,1
Phialophora richardsiae (Nannfeldt) Conant,19
Phialophora sessilis de Hoog,1
Phialophora verrucosa Thaxter apud Medlar,1
Phlebia centrifuga Karsten,3
Phlebia livida (Persoon : Fries) Bresadola,5
Phlebia ludoviciana (Burt) Nakasone & Burdsall,2
Phlebia radiata Fries : Fries,5
Phlebia rufa (Persoon : Fries) Christiansen,3
Phlebia subcalcea (Litschauer) Christiansen,2
Phlebia subochraceus (Bresadola) J. Eriksson & Ryvarden,6
Phlebia subserialis (Bourdot & Galzin) Donk,3
Phlebia viridesalebrosa J. Eriksson & Hjortstam,1
Phlebiella fibrillosa (Hallenberg) Larsson & Hjortstam,1
Phlebiopsis spissa,2
Phlyctaena vagabunda Desmazières,1
Pholiota adiposa (Fries : Fries) Kummer,3
Pholiota aurivella (Batsch : Fries) Kummer,2
Pholiota destruens (Brondeau) Gillet,1
Pholiota lenta (Persoon : Fries) Singer,1
Pholiota nameko (T. Ito) S. Ito & Imai,3
Pholiota pseudofascicularis (Spegazzini) Singer,1
Pholiota sp.,1
Pholiota squarrosa (Weigel : Fries) Kummer,2
Phoma acuum Cooke & Ellis,1
Phoma aliena (Fries) Aa & Boerema,1
Phoma apiicola Klebahn,1
Phoma astragali Cooke & Harkness,1
Phoma betae Frank,2
Phoma cava Schulzer,4
Phoma complanata (Tode) Desmazières,1
