reproductiveCondition,reps
T=9 x 4.5 mm,1
T=9 x 5 mm,7
"T=9 x 5 mm, scrot.",15
T=9 x 6 mm,5
"T=9 x 6 mm, scrot.",5
T=9 x 7 mm,1
T=9 x 9 mm,2
T=9.2 mm,2
T=9.2 x 6 mm,1
T=9.3 mm,1
T=9.4 mm,1
T=9.5 mm,1
T=9.5 x 5 mm,1
T=9.5mm: ing.,1
T=9.5x6,1
T=9.6 x 14.8 mm,1
T=9.8 mm,1
T=9.8x6.5 mm,1
T=9mm,8
"T=9mm, scr",1
T=9mm: ing.,9
T=9x11mm,1
"T=9x14 (L), 9x14 (R)",1
T=9x16mm,1
T=9x3,2
T=9x4,13
T=9x4.5,1
T=9x4mm,1
T=9x5,24
"T=9x5, scrotal",1
T=9x5mm,1
T=9x6,23
"T=9x6, 4x4",1
T=9x7,1
T=9x7 (L),1
T=9x8,2
T=?,2
T=Ing.,1
T=Scrotal,1
T=abdom.,10
T=ca. 1.5,1
T=ca. 2mm.,1
T=ca.1mm.,1
T=enlarged,3
T=greatly enlarged,1
T=ing.,1
T=o,1
T=scrot.,19
T=small,2
"T=small, regressed",6
T=very large,1
TA,1291
TA  (11 X 5),1
TA  (12 X 7),1
TA  (3 X 1.5),1
TA  (4 X 1.5),1
TA  (4 x 2),1
TA  (5 X 2),4
TA  (5x2),1
TA  (6 X 2.5),1
TA  (6 X 3),2
TA  (8 X 2.5),1
TA ( 7 X 5),1
TA (1 x 1),1
TA (1.5 X 1.5),1
TA (10 X 4),1
TA (10 X 5),6
TA (10 X 6),8
TA (10x5),1
TA (10x6) juv.,1
TA (10x7),2
TA (10x8),2
TA (11 X 10),1
TA (11 X 7),3
TA (11x4),2
TA (11x6),1
TA (11x7),1
TA (12 C 6),1
TA (12 X 6),3
TA (12 X 7),1
TA (13 X 7),3
TA (14 X 6),1
TA (14 X 7),2
TA (14 X 8),1
TA (14 X 9),1
TA (15 X 10),2
TA (15 X 7),1
TA (15 X 8),1
TA (15 X 9),2
TA (15 x 13),1
TA (15x10),1
TA (16 X 6),1
TA (16x8),1
TA (17 X 8),1
TA (17 X 9),1
TA (17x8),1
TA (18 X 10),2
TA (18 X 11),1
TA (18 X 8),1
TA (18x10),1
TA (18x11),1
TA (19 X 10),1
TA (19 X 12),1
TA (2 X 1),16
TA (2 X 2),1
TA (2 x 1),7
TA (2 x 1.5),1
TA (2.3 X 1.6),1
TA (2.5 X 1.5),2
TA (2.5 x 1),1
TA (2.5 x 1.5),2
TA (2.5 x 2),1
TA (2.5x1),1
TA (20 X 11),1
TA (20 X 12),1
TA (20 X 14),1
TA (20x12),1
TA (20x13),1
TA (23 X 17),1
TA (25 X 21),1
TA (2x1),8
TA (3  X  2),2
TA (3 X 1),12
TA (3 X 1.4),1
TA (3 X 1.5),7
TA (3 X 2),61
"TA (3 X 2), non-breeding",1
TA (3 X 3),1
TA (3 X2),1
TA (3 x 1),18
TA (3 x 1.5),12
TA (3 x 2),24
TA (3 x 2.5),1
TA (3.0 X 1.6),1
TA (3.0 X 1.7),3
TA (3.0 X 1.8),1
TA (3.2 X 1.3),1
TA (3.2 X 1.5),1
TA (3.2 X 2.2),1
TA (3.2 X 2.7),1
TA (3.3 X 2.6),1
TA (3.5 X 1.3),1
TA (3.5 X 1.5),1
TA (3.5 X 2),1
TA (3.5 X 2.8),1
TA (3.5 x 1.5),2
TA (3.5 x 2),5
TA (3.5x1.5),1
TA (3.5x2),1
TA (3.6 X 1.7),1
TA (3.6 X 2.0),2
TA (3.7 X 1.2),1
TA (3.7 X 1.6),1
TA (3.7 X 2.0),1
TA (3.8 X 1.9),1
TA (3.9 X 1.8),1
TA (30 X 15),1
TA (32 X 17),1
TA (32 x 11),1
TA (33 X 23),1
TA (35 X 21),1
TA (3x1),6
TA (3x1.5),8
TA (3x2),22
TA (3x2) subadult,1
TA (4  X  2),1
TA (4  X  3),1
TA (4 X 1),4
TA (4 X 1.5),5
TA (4 X 2),64
"TA (4 X 2), non-breeding",1
TA (4 X 2.5),1
TA (4 X 3),14
TA (4 X2),1
TA (4 x 1),4
TA (4 x 1.5),3
TA (4 x 2),56
TA (4 x 2.5),2
TA (4 x 3),8
TA (4.0 X 2.7),1
TA (4.1 X 1.9),1
TA (4.2 X 1.8),1
TA (4.4 X 2.1),1
TA (4.5 X 1.6),1
TA (4.5 x 2),1
TA (4.5 x 3),1
TA (4.5 x 3.5),1
TA (4.5x2),1
TA (4.6 X 1.7),1
TA (4.7 X 2),1
TA (4x1.5),1
TA (4x2),37
"TA (4x2), adult",1
TA (4x3),3
TA (5 X 2),44
TA (5 X 2.2),1
TA (5 X 2.5),2
TA (5 X 3),46
TA (5 X 4),1
TA (5 X2),1
TA (5 x 1.5),1
TA (5 x 2),11
TA (5 x 2.5),1
TA (5 x 3),13
TA (5 x 3.5),1
TA (5.4 X 2.9),1
TA (5.5 X 4.5),1
TA (5.5 x 2),1
TA (5.5 x 2.5),1
TA (5.5 x 3),1
TA (5.7 X 3.6),1
TA (5.9 X 2.90,1
TA (5x2),10
TA (5x3),14
TA (5x3.5),1
TA (5x4),2
TA (6  X  4),1
TA (6 X 2),1
TA (6 X 2.5),5
TA (6 X 3),25
TA (6 X 3.5),2
TA (6 X 4),21
TA (6 X 5),3
TA (6 X3),1
TA (6 x 3),11
TA (6 x 3.5),1
TA (6 x 4),2
TA (6.5 X 4),1
TA (6.8 X 4.9),1
TA (6X 4),1
TA (6x3),4
TA (6x4),3
TA (6x5),1
TA (7 X 2),1
TA (7 X 3),1
TA (7 X 4),16
TA (7 X 4.5),2
TA (7 X 5),8
TA (7 x 3),2
TA (7 x 3.5),1
TA (7 x 4),5
TA (7 x 5),1
TA (7.0 X 3.9),1
TA (7.6 X 3.4),1
TA (7x3),3
TA (7x4),6
TA (7x5),3
TA (8 X 3),2
TA (8 X 3.5),1
TA (8 X 4),13
TA (8 X 5),17
TA (8 X 6),1
TA (8 x 4),3
TA (8x4),4
TA (8x5),3
TA (9 X 4),2
TA (9 X 5),7
TA (9 X 6),2
TA (9 X 7),2
TA (9 x 5),2
TA (9x4),2
TA (9x5),1
TA (9x6),1
TA 10 X 5,2
TA 10x6,2
TA 10x8,1
TA 11 X 6,2
TA 11 X 7,2
TA 12 X 7,2
TA 12x7,2
TA 12x8,2
TA 13 X 10,1
TA 13 X 7,1
TA 15 X 10,1
TA 16x12,1
TA 17 X 9,1
TA 18x11,1
TA 19x10,1
TA 2 X 1,2
TA 20x11,1
TA 21 X 10,1
TA 28 X 18,2
TA 2x1,2
"TA 2x1, subadult",1
TA 2x2,1
TA 3 X 2,5
TA 3x1,1
TA 3x2,6
"TA 3x2, juvenile",1
TA 4 X 2,7
TA 4 X 3,2
TA 4x2,5
TA 4x3,3
"TA 4x3, subadult",1
TA 5 X 3,3
TA 5x2,1
TA 5x3,7
TA 5x4,1
TA 6 X 3,1
TA 6 X 4,3
TA 6 X 5,1
TA 6x2.5,1
TA 6x3,4
TA 6x4,1
"TA 6x4, juv.",1
TA 7 X 4,1
TA 7 X 5,1
TA 7x3,2
TA 7x4,2
TA 7x5,3
TA 8 X 4,1
TA 8 X 5,1
TA 8x4,1
TA 8x5,2
TA 8x6,2
TA 9 X 5,1
TA 9 X 6,1
TA 9 X 7,1
TA 9x5,1
TA 9x6,2
TA = 11x5,1
TA = 12x8,1
TA = 15x5,1
TA = 18x12,1
TA = 20x6,1
TA = 3x1,1
TA = 3x2,2
TA = 4x2,8
TA = 5x2,1
TA = 5x4,1
TA = 5x5,1
TA = 6x3,1
TA = 6x4,2
TA = 7x2,1
TA = 7x3,2
TA = 7x4,2
TA = 8x3,1
TA = 8x4,1
TA = 9x5,2
TA( 8 X 5),1
TA( 9 X 7),1
"TA,  5x3",1
"TA,  small",1
"TA, 9x6",1
"TA, NB",25
"TA, NB, k",1
"TA, UK",1
"TA, juv.",2
"TA, juvenile",1
"TA, k",1
"TA, medium",1
"TA, no molt",1
"TA, non-breeding",12
"TA, small",6
"TA, subadult",5
TA= 25x15,1
TA= 8x4,1
TA=10,1
TA=10x14,1
TA=10x15,1
TA=10x4,7
TA=10x5,15
TA=10x6,26
TA=10x7,11
TA=10x8,4
TA=11,1
TA=11x10,1
TA=11x16,1
"TA=11x20(L), 12x20(R)",1
TA=11x4,2
TA=11x5,2
TA=11x6,12
TA=11x7,14
TA=11x8,1
TA=11x9,3
TA=12x5,2
TA=12x6,9
TA=12x7,20
TA=12x8,2
TA=12x9,2
TA=13,1
TA=13x6,2
TA=13x7,10
TA=13x8,1
TA=14,3
TA=14x10,1
TA=14x6,1
TA=14x7,2
TA=14x8,1
TA=15x10,7
TA=15x12,1
TA=15x7,1
TA=15x8,2
TA=15x9,4
TA=16x11,1
TA=16x12,1
TA=16x6,1
TA=16x8,2
TA=16x9,1
TA=17x10,1
TA=17x12,1
TA=17x8,2
TA=17x9,4
TA=18x10,7
TA=18x11,5
TA=18x4,1
TA=18x8,2
TA=19x10,2
TA=19x11,3
TA=19x12,2
TA=1x1,15
TA=2,1
TA=2 X 1,1
TA=2-x12,2
TA=2.3x1.6,1
TA=2.5x1,1
TA=2.5x1.5,4
TA=2.5x2,1
TA=20x10,1
TA=20x11,4
TA=20x12,6
TA=20x13,1
TA=20x14,1
TA=20x16,1
TA=21x11,1
TA=21x12,2
TA=22x10,1
TA=22x11,2
TA=22x12,1
TA=22x13,1
TA=23x17,1
TA=23x6,1
TA=24x11,1
TA=24x18,1
TA=25x10,2
TA=25x15,1
TA=25x21,1
TA=28x18,2
TA=2x1,70
TA=2x1.5,1
TA=2x2,21
TA=2x3,2
TA=3,1
TA=3 X 1,3
TA=3.0x2.5,1
TA=3.5x1.3,1
TA=3.5x1.5,2
TA=3.5x2,10
TA=3.6x1.7,1
TA=3.6x2,1
TA=3.7x1.2,1
TA=3.7x2,1
TA=3.9x1.8,1
TA=30x15,1
TA=30x20,1
TA=32x11,1
TA=32x17,1
TA=33x23,1
TA=35x21,1
TA=3x1,33
TA=3x1.5,30
TA=3x1.6,1
TA=3x1.7,2
TA=3x1.8,1
TA=3x2,190
TA=3x2 mm,1
TA=3x2.5,1
TA=3x3,4
TA=3x4,1
TA=3x5,3
TA=3x6,1
TA=4,4
TA=4 X 1,1
TA=4 X 3,1
TA=4.1x1.9,1
TA=4.4x2.1,1
TA=4.5x1.6,1
TA=4.5x2,3
TA=4.5x2.5,1
TA=4.5x3,1
TA=4.5x3.5,1
TA=4.7x2,1
TA=4x1,8
TA=4x1.5,8
TA=4x2,234
TA=4x2 mm,1
TA=4x2.5,4
TA=4x2.7,1
TA=4x3,85
TA=4x4,1
TA=4x8,1
TA=5,6
TA=5 X 3,3
TA=5.2x2.7,1
TA=5.5x3.3,1
TA=5.7x3.6,1
TA=5x1.5,1
TA=5x2,85
TA=5x2.5,4
TA=5x3,182
TA=5x3 mm,1
TA=5x3.5,2
TA=5x4,34
TA=5x8,1
TA=5x9,1
TA=6,3
TA=6 X 3,1
TA=6.5x4,2
TA=6.5x6,1
TA=6.8x4.9,1
TA=6x2,8
TA=6x2.5,4
TA=6x3,98
TA=6x3.5,2
TA=6x4,103
TA=6x5,9
TA=7,3
TA=7.6x3.4,1
TA=7x10,1
TA=7x2,3
TA=7x3,22
TA=7x3.5,2
TA=7x3.9,1
TA=7x4,65
TA=7x4.5,1
TA=7x5,31
TA=7x6,4
TA=8x15,1
TA=8x2.5,1
TA=8x3,2
TA=8x3.5,1
TA=8x4,54
TA=8x5,43
TA=8x6,14
TA=8x7,1
TA=9,1
TA=9x4,9
TA=9x5,32
TA=9x6,28
TA=9x7,4
"TAG SAYS ""MALE""?",1
TAG SAYS FEMALE BUT THROAT DARK LIKE JUVENILE MALE.,1
"TAG SAYS FEMALE, SHOWS TESTES.",1
TAG SAYS FEMALE.,1
TAG SAYS MALE BUT UNDERTAIL COVERTS ORANGE IS FEMALE.,1
TAG SAYS MALE IN FEMALE PLUMAGE.,1
TAG SAYS MALE [IS FEMALE?].,1
TAG SAYS MALE?,1
TAG/AMR CATALOG DISAGREEMENT.,1
TAS=5x3,1
TAS=5x4,1
TD 10 x 6,2
TD 10 x 7,1
TD: 11 x 7,1
TD: 15 X 9,1
TD: 15 x 20,1
TD: 15 x 9,1
TD: 16 X 10,1
TD: 6 x 4,1
TD: 7 x 4,1
TE,1
TE (?): x1mm,1
"TE 3 x 1 mm, dark red",1
TE 4 x 2 mm,1
"TE 4 x 3 mm, yellow",1
TE 6 x 4 mm,1
TE 7.5 x 3 mm,1
TE <1mm,1
"TE. 1 x 2 mm, dark red",1
TE/OV: not found,1
TE:  2 x 1mm,1
TE:  < 1x 1 mm,1
TE: (?) shot,1
"TE: (left) 10x6mm, white, slightly swollen CP",1
"TE: (left) 13x7mm, white, swollen CP",1
"TE: (left) 14x10mm, white",1
"TE: (left) 7x7mm, white, swollen CP",1
"TE: (left) 7x9mm, white, swollen CP",1
"TE: (left) 9x6mm, white, swollen CP",1
"TE: (left) 9x7mm, white, swollen CP",1
"TE: (left) 9x8mm, white, swollen CP",1
TE: (right) 5x4mm,1
TE: 0.5 mm,1
TE: 0.5mm,3
TE: 0.5mm (red),1
"TE: 0.5mm, pink",1
TE: 0.5x0.25mm,1
TE: 0.5x0.5mm,13
TE: 0.5x0.9mm,1
TE: 0.5x1.0mm (dark red),2
TE: 0.5x1.0mm (yellow),1
TE: 0.5x1.5mm,1
TE: 0.5x1mm (yellow),1
TE: 0.6x0.3mm,1
"TE: 0.6x0.4mm, off-white",1
"TE: 0.6x0.4mm, white",1
TE: 0.75 x 1.0 mm,1
"TE: 0.8 x 0.2 mm, grayish red",1
TE: 0.8x0.6mm,1
TE: 1 mm,2
TE: 1 mm (black),1
TE: 1 mm (pink),1
TE: 1 x 0.5 mm,1
TE: 1 x 0.5 mm dark red,1
TE: 1 x 0.5 mm pink,1
TE: 1 x 1  mm,2
TE: 1 x 1 mm,2
"TE: 1 x 1 mm, dark red",1
"TE: 1 x 1.5 mm, pink",1
TE: 1 x 2 mm,2
TE: 1+mm,1
TE: 1.0x0.75mm (yellow),1
TE: 1.0x0.7mm,1
TE: 1.0x1.0mm,1
TE: 1.0x1.5mm (yellow),1
TE: 1.2mm,1
"TE: 1.2x0.8, off-white",1
TE: 1.2x0.9mm,1
"TE: 1.5 x 0.5 mm, pink",1
"TE: 1.5 x 0.7 mm, yellow",1
"TE: 1.5 x 1 mm, black",1
"TE: 1.5 x 3 mm, tiny",1
TE: 1.5 x 5 mm,1
TE: 1.5 x1.0mm (black),1
TE: 1.5mm,8
TE: 1.5x0.5mm white,1
TE: 1.5x1.0mm,2
TE: 1.5x1.5mm,3
"TE: 1.5x1.5mm, red",1
TE: 1.5x1mm,11
TE: 1.5x1mm (black),1
TE: 1.5x1mm (pink),1
TE: 1.5x1mm (red),2
"TE: 1.5x1mm, light brown",1
"TE: 1.5x1mm, round, pink",1
"TE: 1.5x1mm, translucent, smooth",1
"TE: 1.5x1mm, white",2
"TE: 1.5x1mm, yellow",1
TE: 1.5x2.5mm,1
TE: 1.5x2.5mm (dark red),1
TE: 1.5x2.5mm (yellow),2
"TE: 1.5x2.5mm, pink",1
"TE: 1.5x2.5mm, yellow",1
TE: 1.5x2mm,1
TE: 1.5x2mm (pink),1
TE: 1.5x2mm (red),1
TE: 1.5x2mm (yellow),1
TE: 1.5x3.5mm (dark red),1
TE: 1.5x3.5mm (pink),1
TE: 1.5x3mm,2
TE: 1.5x3mm (gray),1
TE: 1.5x3mm (yellow),1
TE: 1.5x4mm (yellow),3
"TE: 1.5x4mm, dark red",1
"TE: 1.5x4mm, pink",1
TE: 1.5x5mm (pink),1
TE: 1.5x6mm,1
"TE: 1.8x0.9mm, light brown, smooth",1
"TE: 1.8x0.9mm, pink",1
"TE: 1.8x1mm, black",1
TE: 10 x 4 mm,2
TE: 10 x 5 mm,1
"TE: 10 x 5 mm, pink",1
TE: 10 x 6 mm,3
TE: 10 x 6 mm (red),1
"TE: 10 x 6 mm, yellow",1
TE: 10 x 7 mm,1
TE: 10 x 7 mm; cloacal protuberance noticeable,1
TE: 10 x 8 mm,1
TE: 10.0x6.5mm,1
"TE: 10.4x6.9mm, CP",1
TE: 10.5 x 8 mm,1
TE: 10.5x6.5mm,1
TE: 10.5x7mm,1
TE: 10mm,2
TE: 10x14mm,1
"TE: 10x2.5mm, 10x2mm",1
TE: 10x2mm (yellowish-white),1
"TE: 10x2mm, white",1
TE: 10x3mm (pink),1
TE: 10x4mm,4
TE: 10x4mm (gray),1
TE: 10x5mm,9
TE: 10x5mm (pink),1
TE: 10x5mm (white),2
TE: 10x5mm (yellow),1
"TE: 10x5mm, 9x6mm",1
"TE: 10x5mm, yellow",1
"TE: 10x6 mm, red",2
"TE: 10x6 mm, white",1
"TE: 10x6 mm, yellow",2
TE: 10x6.5mm,2
TE: 10x6mm,9
TE: 10x6mm (brown),1
"TE: 10x6mm, CP",1
"TE: 10x6mm, white",2
TE: 10x6mm; seminal vesicles,1
"TE: 10x7 mm, red",1
TE: 10x7.5mm,2
TE: 10x7mm,8
TE: 10x7mm (white),1
TE: 10x7mm pale buffy yellow,1
"TE: 10x7mm, CP",1
"TE: 10x7mm, seminal vesicles 1mm",1
"TE: 10x7mm, white",3
TE: 10x7mm; CP,2
"TE: 10x8.5mm, yellowish white",1
TE: 10x8mm,4
TE: 10x8mm (white),1
"TE: 10x8mm, CP",1
"TE: 10x8mm, white",2
TE: 10x8mm; CP,1
TE: 10x9mm,1
TE: 11 x 7 mm,2
"TE: 11 x 7 mm, pink",1
TE: 11 x 8 mm,1
"TE: 11 x 8 mm, yellow",1
TE: 11.5x6mm,1
TE: 11.5x7.8mm,1
TE: 11.5x7mm,1
"TE: 11x11mm, white",1
"TE: 11x3mm, black",1
"TE: 11x4 mm, white",1
"TE: 11x5 mm, yellow",1
TE: 11x5mm (straw-yellow to pink),1
TE: 11x6mm,4
"TE: 11x6mm, CP",1
"TE: 11x6mm, grey",1
"TE: 11x6mm, yellow",2
"TE: 11x6mm,yellow",1
TE: 11x7mm,3
TE: 11x7mm (yellow),2
"TE: 11x7mm, 9x6mm",1
"TE: 11x7mm, CP",1
"TE: 11x7mm, pale buffy",1
"TE: 11x7mm, whitish",1
"TE: 11x7mm, yellow",1
TE: 11x8mm,9
TE: 11x8mm (black),1
TE: 11x8mm (gray),1
TE: 11x8mm (white),1
"TE: 11x8mm, CP",3
"TE: 11x8mm, white",1
"TE: 11x9 mm, white",1
TE: 12 x 6 mm,1
"TE: 12 x 6 mm, 12 x 6 mm, white",1
"TE: 12 x 8 mm, yellow",1
"TE: 12.3x11.6mm, CP",1
TE: 12.5x8.5mm,1
"TE: 12mm, CP",1
"TE: 12x1 mm, red",1
TE: 12x10mm,1
"TE: 12x10mm, grayish",1
TE: 12x3mm (yellow),1
TE: 12x4.5mm (yellow),1
TE: 12x4mm,2
"TE: 12x4mm, black",1
TE: 12x5mm,1
TE: 12x5mm (pink),1
"TE: 12x6 mm, white",2
TE: 12x6mm,7
TE: 12x6mm (pink),1
TE: 12x6mm (yellow),1
"TE: 12x6mm, white",1
TE: 12x6mm; seminal vesicles,1
TE: 12x7mm,7
"TE: 12x7mm, CP",2
"TE: 12x7mm, white",1
"TE: 12x8 mm, yellow",1
TE: 12x8mm,2
TE: 12x8mm (white),1
TE: 12x8mm yellow,1
"TE: 12x8mm, CP",1
"TE: 12x8mm, cloacal protuberance",1
"TE: 12x8mm, gray",1
TE: 12x9mm (white),1
"TE: 12x9mm, CP",1
TE: 13 x 3 mm,1
"TE: 13 x 7 mm, yellow",1
"TE: 13.9x10.1mm, yellow",1
TE: 13x6.5mm,1
"TE: 13x6mm, white",1
TE: 13x7mm,4
TE: 13x8mm,3
TE: 13x8mm (yellow),1
"TE: 13x8mm, pale",1
"TE: 13x9, CP",1
"TE: 13x9mm left black, right white",1
TE: 14.9x6.7mm,1
"TE: 14mm, CP",1
TE: 14x10mm,1
TE: 14x11mm,1
TE: 14x6mm,2
TE: 14x7mm,2
TE: 14x8mm,1
"TE: 14x8mm, yellow",1
TE: 14x9 (L) mm,1
TE: 14x9mm,1
"TE: 15 x 10 mm, yellow",1
TE: 15x10mm,2
TE: 15x5mm,1
TE: 15x6mm (red),1
"TE: 15x6mm, pale yellow",1
TE: 15x7mm (pink),1
TE: 15x7mm (yellow),1
TE: 15x8mm,2
TE: 15x9mm,1
"TE: 15x9mm, 11x5mm",1
TE: 16 x 10 mm,1
TE: 16x11,1
TE: 16x8mm,1
TE: 16x9mm,1
TE: 17x6mm enlarged,1
TE: 17x8mm,2
TE: 17x8mm (gray),1
TE: 17x8mm (yellow),1
"TE: 18x10, 18x11mm",1
TE: 18x10mm,1
TE: 18x11mm (yellow),1
TE: 18x5mm,1
TE: 19x12mm (white),1
TE: 19x7mm,1
TE: 1mm,53
TE: 1mm (black),1
"TE: 1mm, dark red",1
"TE: 1mm, light pink",3
"TE: 1mm, pink",5
TE: 1x.0.5mm (tan),1
TE: 1x.5mm,1
TE: 1x0.4mm,1
TE: 1x0.5mm,1
TE: 1x0.5mm (sketch),1
"TE: 1x0.8mm, sem. ves. not visible",1
TE: 1x1,1
"TE: 1x1 mm, dark red",1
"TE: 1x1 mm, red",2
TE: 1x1 red,1
TE: 1x1.5mm,1
TE: 1x1.5mm (dark red),2
TE: 1x1.5mm (yellow),1
TE: 1x1/2mm (grey),1
TE: 1x1mm,215
TE: 1x1mm (black),6
TE: 1x1mm (dark red),10
TE: 1x1mm (gray),3
TE: 1x1mm (pink),3
TE: 1x1mm (red),4
TE: 1x1mm (white),3
TE: 1x1mm (yellow),2
TE: 1x1mm black,1
"TE: 1x1mm, black",2
"TE: 1x1mm, dark red",6
"TE: 1x1mm, decomposition begun",1
"TE: 1x1mm, pink",2
"TE: 1x1mm, red",4
"TE: 1x1mm, smashed",1
"TE: 1x1mm, tan",1
"TE: 1x1mm, white",1
"TE: 1x1mm, yellow",5
"TE: 1x1mm, yellowish",1
"TE: 1x2 mm, pink",3
TE: 1x2.5mm (grey),1
TE: 1x2.5mm (pink),1
TE: 1x2.5mm (yellow),6
"TE: 1x2.5mm, yellow",2
TE: 1x2mm,18
TE: 1x2mm (dark red),3
TE: 1x2mm (pink),5
TE: 1x2mm (red),1
TE: 1x2mm (yellow),9
"TE: 1x2mm, dark red",3
"TE: 1x2mm, pink",14
"TE: 1x2mm, red",2
"TE: 1x2mm, yellow",7
TE: 1x3mm,4
TE: 1x3mm (dark red),1
TE: 1x3mm (pink),4
TE: 1x3mm (yellow),12
"TE: 1x3mm, dark red",2
"TE: 1x3mm, pink",6
"TE: 1x3mm, yellow",4
TE: 1x4mm,2
"TE: 1x4mm, dark red",1
"TE: 1x5mm, yellow",1
"TE: 1x5x3mm, pink",1
TE: 1x6mm (tan),1
"TE: 2 1/2 x 1 1/2mm, black",1
TE: 2 x 1  mm,2
TE: 2 x 1 mm,5
"TE: 2 x 1 mm, dark red",1
"TE: 2 x 1 mm, only one found",1
"TE: 2 x 1 mm, yellow",2
TE: 2 x 2 mm,4
TE: 2 x 2 mm (yellow),1
TE: 2.0x1.0mm,3
TE: 2.0x1.5mm,1
TE: 2.1x1.5mm,1
"TE: 2.1x1mm, pink",1
TE: 2.3x2mm,2
TE: 2.5 x 1.5 mm,1
TE: 2.5 x 1.5 mm bilaterally,1
"TE: 2.5 x 1.5 mm, dark red",1
"TE: 2.5 x 1mm, whitish",1
TE: 2.5 x 5 mm,1
TE: 2.5mm,3
TE: 2.5x 1.0mm,1
TE: 2.5x1.0mm,1
TE: 2.5x1.4mm,1
TE: 2.5x1.5mm,5
TE: 2.5x1mm,1
TE: 2.5x1mm yellow,1
"TE: 2.5x1mm, white",1
"TE: 2.5x2, dark greenish",1
TE: 2.5x2.5mm,2
TE: 2.5x2mm,5
"TE: 2.5x2mm, yellow",2
TE: 2.5x4.5mm (yellow),1
TE: 2.5x6mm (yellow),1
TE: 2.6x1.3mm,1
TE: 2.7x1.3mm,1
TE: 2.8x4.1mm,1
"TE: 2.9x1mm, 2.7x1mm",1
TE: 20x13mm,1
"TE: 20x7 mm, yellow",1
TE: 20x8mm,1
"TE: 21 x 11 mm, dark red",1
TE: 25x12mm,1
"TE: 25x9.3mm, yellow",1
"TE: 26x12 mm, yellow",1
TE: 29x23mm (yellow),1
TE: 2mm,8
TE: 2mm (pink),1
"TE: 2mm, dark",1
TE: 2x 1  mm,1
TE: 2x0.5mm,1
TE: 2x1,1
TE: 2x1 (creme-color),1
TE: 2x1 mm,1
TE: 2x1 mm (yellow),1
TE: 2x1 mm bilaterally,1
"TE: 2x1 mm, pink",2
"TE: 2x1 mm, white",1
"TE: 2x1 mm, yellow",2
"TE: 2x1, red",1
"TE: 2x1.2mm, semi-translucent",1
TE: 2x1.5mm,11
TE: 2x1.5mm (pink),1
"TE: 2x1.5mm (pink, regressed)",1
TE: 2x1.5mm (yellow),1
"TE: 2x1.5mm, 2x1mm (sketched)",1
"TE: 2x1.5mm, dark pink, inflated",1
"TE: 2x1.5mm, yellow",3
"TE: 2x10 mm, dark red",1
TE: 2x1mm,55
TE: 2x1mm (black),1
TE: 2x1mm (creme-color),1
TE: 2x1mm (dark red),1
TE: 2x1mm (pink),8
TE: 2x1mm (sketch),1
TE: 2x1mm (yellow),1
TE: 2x1mm black,1
TE: 2x1mm pale ivory,1
TE: 2x1mm pale yellow,1
TE: 2x1mm red,1
TE: 2x1mm(black),1
"TE: 2x1mm, 2x0.5mm",1
"TE: 2x1mm, 2x0.8mm",1
"TE: 2x1mm, black",2
"TE: 2x1mm, dark red",1
"TE: 2x1mm, dark red, round",1
"TE: 2x1mm, degraded",1
"TE: 2x1mm, light brown",5
"TE: 2x1mm, opaque, deflated",1
"TE: 2x1mm, pink",1
"TE: 2x1mm, pink, inflated",1
"TE: 2x1mm, pink, solid",1
"TE: 2x1mm, red",4
"TE: 2x1mm, smooth; L=light brown, R=dark pink",1
"TE: 2x1mm, translucent, infirm",1
"TE: 2x1mm, yellow",4
TE: 2x2 mm,2
TE: 2x2mm,25
TE: 2x2mm (dark red),1
TE: 2x2mm (pink),1
TE: 2x2mm (red),1
TE: 2x2mm (white),1
TE: 2x2mm (yellow),2
"TE: 2x2mm, yellow",2
TE: 2x3.5mm (yellow),3
"TE: 2x3.5mm, yellow",1
TE: 2x3mm,7
TE: 2x3mm (dark red),1
TE: 2x3mm (pink),1
"TE: 2x3mm, pink",3
"TE: 2x3mm, red",1
"TE: 2x3mm, yellow",1
TE: 2x4mm,4
TE: 2x4mm (dark red),1
TE: 2x4mm (yellow),1
"TE: 2x4mm, dark red",1
"TE: 2x4mm, gray",1
"TE: 2x4mm, pink",1
"TE: 2x4mm, yellow",4
TE: 2x5mm,1
"TE: 2x5mm, 5x2mm",1
"TE: 2x5mm, gray",1
"TE: 2x5mm, pink",1
TE: 2x6.5mm (pink),1
TE: 2x6.5mm (yellow),1
TE: 2x6mm (yellow),1
"TE: 2x6mm, yellow",1
TE: 3 X 1.5 mm,1
TE: 3 x 1 mm,3
"TE: 3 x 1.5 mm, white, small",1
TE: 3 x 13 mm,1
TE: 3 x 17 mm,1
TE: 3 x 1mm,1
TE: 3 x 2  mm,1
TE: 3 x 2 mm,1
TE: 3.0x1.5mm,1
TE: 3.2x2.5mm,1
TE: 3.2x2.8mm,1
"TE: 3.5 x 1.5 mm, yellowish",2
"TE: 3.5x1.5, greenish-black (dark)",1
"TE: 3.5x1.5, yellow",1
"TE: 3.5x1.5mm, blackish",1
"TE: 3.5x2.2mm, greenish black",1
TE: 3.5x2.3mm,1
TE: 3.5x2.5mm,1
TE: 3.5x2.5mm (dark red),1
TE: 3.5x2.5mm (yellow),1
"TE: 3.5x2.5mm, black",1
TE: 3.5x2mm,3
TE: 3.5x2mm (pink),1
